职位名称,部门,工作地点,工作性质,经验,学历,薪资,专业要求,招聘人数,职位诱惑,岗位介绍,职位描述和职位要求,公司名称,公司行业,公司性质,融资阶段,公司规模,公司主页,发布日期,发布网站,原始URL
数据统计专员/助理,NULL,深圳-龙岗区,全职,1年经验,大专,4000-6000,NULL,NULL,"年终奖,五险一金,带薪年假,住房补贴,餐饮补贴,定期体检,员工培训,节日福利,领导易相处,单身多,帅哥美女多,更多,",岗位职责:、完成公司各类销售数据报表制作、统计及汇总工作；2、根据业务部门需求，后期持续优化分析报表3、监控、检查公司日常数据，发现异常并及时上报处理；4、完成上级安排的其他任务。任职要求：1、英语CET-4以上；2、对数据敏感，逻辑思维清晰，能熟练操作EXCEL；3、工作认真细致、较强的执行力，善于沟通；心理素质好，能承受较大的工作压力。,"
                    岗位职责：1、完成公司各类销售数据报表制作、统计及汇总工作；  2、根据业务部门需求，后期持续优化分析报表 3、监控、检查公司日常数据，发现异常并及时上报处理；  4、完成上级安排的其他任务。任职要求：1、英语CET-4以上；    2、对数据敏感，逻辑思维清晰，能熟练操作EXCEL；  3、工作认真细致、较强的执行力，善于沟通；心理素质好，能承受较大的工作压力。 
                ",深圳市赛维网络科技有限公司,电子商务,民营私企,NULL, 500人以上,NULL,2018-2-9,http://www.chinahr.com/job/6451064088169990.html,中华英才网
衍射与散射分总体/膜蛋白实验站数据采集,NULL,上海-浦东新区,全职,0年经验,硕士,6000-8000,NULL,NULL,"五险一金,优秀人才多,带薪年假,",岗位职责:与实验站的数据采集与系统集成任职要求：1、熟悉晶体学相关软件2、有同步辐射经验者优先3、生物、物理或相关专业硕士以上学位4、年龄不超过35周岁，特别优秀者可按研究所专业技术人员引进与招聘相关规定适当放宽年龄条件,"
                    岗位职责：参与实验站的数据采集与系统集成任职要求：1、熟悉晶体学相关软件2、有同步辐射经验者优先3、生物、物理或相关专业硕士以上学位4、年龄不超过35周岁，特别优秀者可按研究所专业技术人员引进与招聘相关规定适当放宽年龄条件
                ",中国科学院上海应用物理研究所,"政府,公共事业",国家机关,NULL, 500人以上,NULL,2018-2-13,http://www.chinahr.com/job/5675598128318979.html,中华英才网
数据分析师,NULL,上海-浦东新区,全职,5年经验,本科,5000-9000,NULL,NULL,"绩效奖金,带薪年假,员工培训,节日福利,员工旅游,办公室漂亮,领导易相处,晋升空间大,年终奖,",岗位职责:公司各职能部门的相关数据，如业务数据，财务数据等；2、建立和管理数据库；3、提供准确的数据分析和可视化报告；4、熟练使用统计软件和数据分析软件。任职资格1、财会、审计等相关专业大专以上学历，有会计证者优先；2、2年以上财务领域相关工作经验；3、良好的协调、沟通能力和团队协作精神。,"
                    1、负责收集公司各职能部门的相关数据，如业务数据，财务数据等；2、建立和管理数据库；3、提供准确的数据分析和可视化报告；4、熟练使用统计软件和数据分析软件。任职资格1、财会、审计等相关专业大专以上学历，有会计证者优先；2、2年以上财务领域相关工作经验；3、良好的协调、沟通能力和团队协作精神。
                ",上海欧绨伊纺织品有限公司,"贸易,进出口",合资,NULL, 101－300人,NULL,2018-2-16,http://www.chinahr.com/job/6578062814645510.html,中华英才网
4K+数据分析+双休,NULL,西安-碑林区,全职,0年经验,大专,3500-5500,NULL,NULL,"年终奖,绩效奖金,五险一金,节日福利,工作内容有趣,办公装备高档,晋升空间大,","岗位职责:、对业务经营数据进行整理和分析，提出有针对性的方案和建议。2、负责市场趋势与竞品数据的监控和洞察，帮助优化相关业务流程，推进产品运营部门工作进行。3、搜集整理产业链各环节关键数据信息，研究行业产业链，绘制产业链图谱。任职要求：1、大专及以上学历，理工科专业优先,应届生优先。2、具备系统的资料收集、整理能力，及良好的文字处理能力；能熟练运用数据分析软件。3、具备较强的数据敏感度和数据分析力。4、良好的结构化分析与逻辑化表达能力、沟通能力和协调推进能力。5、快速学习能力及适应变化的能力，富有进取创新精神和团队合作意识。福利待遇：五险一金，周末双休，工作时间为9:00-12:00,14:00-18:00。备注：由于公司目前在西安地区有招聘需求，应聘者请考虑实际情况进行投递，如果暂时不能到西安参加面试的异地求职者，需要确定好求职时间后再进行投递，避免投递后由于无法来面试而错过面试机会。","
                    岗位职责：1、对业务经营数据进行整理和分析，提出有针对性的方案和建议。2、负责市场趋势与竞品数据的监控和洞察，帮助优化相关业务流程，推进产品运营部门工作进行。3、搜集整理产业链各环节关键数据信息，研究行业产业链，绘制产业链图谱。任职要求：1、大专及以上学历，理工科专业优先 ,应届生优先。2、具备系统的资料收集、整理能力，及良好的文字处理能力；能熟练运用数据分析软件。3、具备较强的数据敏感度和数据分析力。4、良好的结构化分析与逻辑化表达能力、沟通能力和协调推进能力。5、快速学习能力及适应变化的能力，富有进取创新精神和团队合作意识。福利待遇：五险一金，周末双休，工作时间为9:00-12:00,14:00-18:00。备注：由于公司目前在西安地区有招聘需求，应聘者请考虑实际情况进行投递，如果暂时不能到西安参加面试的异地求职者，需要确定好求职时间后再进行投递，避免投递后由于无法来面试而错过面试机会。
                ",西安泛网信息技术有限公司,"投资,融资",上市公司,NULL, 51－100人,NULL,2018-2-18,http://www.chinahr.com/job/6346746920897536.html,中华英才网
双休+3K+数据统计员,NULL,西安-碑林区,全职,0年经验,大专,3500-6500,NULL,NULL,"年终奖,绩效奖金,五险一金,节日福利,工作内容有趣,办公装备高档,晋升空间大,",岗位职责:、完成具体指定的数据统计分析工作；2、编制并上报统计表，建立和健全统计台帐制度；3、协调管理统计信息系统，维护和更新统计数据平台；4、做好统计资料的保密和归档以及产品的录单工作；5、结合统计指标体系，完善和改进统计方法。任职资格：1、本科以上学历；2、有相关领域工作经验者优先；3、了解相关统计分析软件的操作和使用，具有一定编程、建模能力者优先；4、工作认真负责，承压能力较强，良好的团队合作精神。工作时间：9:00-18:00,"
                    任职要求：1、完成具体指定的数据统计分析工作；2、编制并上报统计表，建立和健全统计台帐制度；3、协调管理统计信息系统，维护和更新统计数据平台；4、做好统计资料的保密和归档以及产品的录单工作；5、结合统计指标体系，完善和改进统计方法。任职资格：1、本科以上学历；2、有相关领域工作经验者优先；3、了解相关统计分析软件的操作和使用，具有一定编程、建模能力者优先；4、工作认真负责，承压能力较强，良好的团队合作精神。工作时间：9:00-18:00
                ",西安泛网信息技术有限公司,"投资,融资",上市公司,NULL, 51－100人,NULL,2018-2-18,http://www.chinahr.com/job/6346791933807872.html,中华英才网
大数据/机器学习工程师,NULL,北京-海淀区,全职,1年经验,本科,15000-20000,NULL,NULL,"五险一金,带薪年假,节日福利,下午茶充足,",岗位职责:负责大数据相关的应用开发。包括基本出数据处理，分析以及可视化应用开发，数据建模与相关应用研发。任职要求：1、熟悉分布式计算平台Hadoop/Spark/Storm，常用数据仓库Hive/MySQL/HBase，基于这些有实际编码能力和项目经验2、熟悉常见的机器学习/深度学习算法和数据挖掘算法，包括GBDT、LR、SVM、adaboost、DNN、RNN等3、具备数据分析、数据挖掘、机器学习、人工智能相关经验或基本技能，例如推荐和个性化/预测/分类/聚类/关联分析等4、熟练使用C/C++、Java、Python、scala等至少一种编程语言，熟悉shell编程，了解常见面向对象设计模式5、对大数据分析挖掘和机器学习/人工智能建模有浓厚的兴趣,"
                    岗位职责： 负责大数据相关的应用开发。包括基本出数据处理，分析以及可视化应用开发，数据建模与相关应用研发。 任职要求：1、熟悉分布式计算平台Hadoop/Spark/Storm，常用数据仓库Hive/MySQL/HBase，基于这些有实际编码能力和项目经验2、熟悉常见的机器学习/深度学习算法和数据挖掘算法，包括GBDT、LR、SVM、adaboost、DNN、RNN等3、具备数据分析、数据挖掘、机器学习、人工智能相关经验或基本技能，例如推荐和个性化/预测/分类/聚类/关联分析等4、熟练使用C/C++、Java、Python、scala等至少一种编程语言，熟悉shell编程，了解常见面向对象设计模式5、对大数据分析挖掘和机器学习/人工智能建模有浓厚的兴趣
                ",北京航天云路有限公司,移动互联网,国企,NULL, 51－100人,NULL,2018-2-19,http://www.chinahr.com/job/6416666679872519.html,中华英才网
数据统计员,NULL,广州-天河区,全职,1年经验,大专,3000-5000,NULL,NULL,"五险一金,年终奖,餐饮补贴,住房补贴,员工培训,员工旅游,工作内容有趣,办公室漂亮,领导易相处,晋升空间大,",岗位职责:1、完成公司具体的工程销售数据统计工作；2、编制并上报统计表，建立和健全统计台账制度；3、做好统计资料的保密和归档以及录单工作。二、任职资格1、大专以上学历，有一年以上相关统计管理的工作经验；2、熟练使用各种办公系统软件；3、为人正直，具有较强的语言沟通能力；4、年龄在23岁—35岁之间。三、薪酬待遇1、工资待遇：3000—5000元，转正有五险2、包吃三餐，月休四天，带薪年假3、公司团建旅游面试地址：天河区汇彩路领汇创展中心D5栋六楼联系人：后生手机号码：13380085073简历投放：2885223668@qq.com注明信息渠道（58&英才网）,"
                    一、工作职责1、完成公司具体的工程销售数据统计工作；2、编制并上报统计表，建立和健全统计台账制度；3、做好统计资料的保密和归档以及录单工作。二、任职资格1、大专以上学历，有一年以上相关统计管理的工作经验；2、熟练使用各种办公系统软件；3、为人正直，具有较强的语言沟通能力；4、年龄在23岁—35岁之间。三、薪酬待遇1、工资待遇：3000—5000元，转正有五险2、包吃三餐， 月休四天，带薪年假3、公司团建旅游面试地址：天河区汇彩路领汇创展中心D5栋六楼联系人：后生手机号码：13380085073简历投放：2885223668@qq.com注明信息渠道（58&英才网）
                ",广东钜商贸易有限公司,建材,民营私企,NULL, 101－300人,NULL,2018-2-19,http://www.chinahr.com/job/6477228633525505.html,中华英才网
产品经理（数据图表搜索）,NULL,武汉 洪山-NULL,全职,3年经验,本科,10000-20000,NULL,NULL,"年终奖,五险一金,带薪病假,带薪年假,定期体检,员工旅游,节日福利,优秀人才多,",岗位职责:.负责金融领域结构化数据搜索；2.深度分析用户需求及行为，为搜索引擎理解提供有效建议，让搜索更Smart；3.通过场景分析，对搜索结果排序提供有效建议，优化Ranking；4.优化结构化数据的可视化呈现及工具化、AI化；5.竞品分析和行业分析；6.负责产品全生命周期的管理；任职要求：1.有搜索产品或项目经验优先；2.有金融背景或金融项目经验优先；3.本科或以上学历，3年以上互联网公司产品经理工作经验；4.有创新精神，对产品有敏锐的嗅觉，有较强的产品设计能力；5.能精准的了解客户需求，有比较敏锐的产品市场感觉；6.对互联网和产品有强烈的热情，有移动互联网思维；7.能熟练使用Axure或其他原型设计工具制作产品原型；8.较强的文字和口头表达能力，善于沟通，对从产品和数据运营比较敏感，思路清晰有条理；9.执行力强，有较强的协调能力，具备高度责任心，工作积极主动，乐于接受挑战；,"
                    职责描述：1.   负责金融领域结构化数据搜索；2.   深度分析用户需求及行为，为搜索引擎理解提供有效建议，让搜索更Smart；3.   通过场景分析，对搜索结果排序提供有效建议，优化Ranking；4.   优化结构化数据的可视化呈现及工具化、AI化；5.   竞品分析和行业分析；6.   负责产品全生命周期的管理；任职要求：1. 有搜索产品或项目经验优先；2. 有金融背景或金融项目经验优先；3. 本科或以上学历，3年以上互联网公司产品经理工作经验；4. 有创新精神，对产品有敏锐的嗅觉，有较强的产品设计能力；5. 能精准的了解客户需求，有比较敏锐的产品市场感觉；6. 对互联网和产品有强烈的热情，有移动互联网思维；7. 能熟练使用Axure或其他原型设计工具制作产品原型；8. 较强的文字和口头表达能力，善于沟通，对从产品和数据运营比较敏感，思路清晰有条理；9. 执行力强，有较强的协调能力，具备高度责任心，工作积极主动，乐于接受挑战；
                ",北京阿博茨科技有限公司武汉分公司,移动互联网,民营私企,NULL, 101－300人,NULL,2018-2-22,http://www.chinahr.com/job/6479658184379650.html,中华英才网
高级爬虫工程师,NULL,上海-松江区,全职,1年经验,本科,15000-25000,NULL,NULL,"年终奖,项目奖金,股票期权,五险一金,带薪年假,定期体检,弹性工作,员工培训,员工旅游,节日福利,办公室漂亮,晋升空间大,领导易相处,优秀人才多,更多,",岗位职责:、负责设计和开发网络爬虫应用，包括调度、抓取、入库等内容；2、对抓取数据进行去重、分类、垃圾过滤、质量分析；3、网络爬虫架构设计、功能开发及优化。任职要求：1、计算机或相关专业本科以上学历；2、熟悉搜索引擎和网络爬虫相关技术，能独立实施完成网络爬虫应用；3、有丰富的应对反爬虫的经验，例如合理使用IP池、验证码识别技术等；4、优秀的执行力，面对挑战，能快速决策分析，调动资源集中突破。5、善于总结，积极主动学习新技术，热爱爬虫工作，直面困难敢于承担责任，有较强的沟通的能力和理解能力，有较强的抗压能力。,"
                    岗位职责：1、负责设计和开发网络爬虫应用，包括调度、抓取、入库等内容；2、对抓取数据进行去重、分类、垃圾过滤、质量分析；3、网络爬虫架构设计、功能开发及优化。任职要求：1、计算机或相关专业本科以上学历；2、熟悉搜索引擎和网络爬虫相关技术，能独立实施完成网络爬虫应用；3、有丰富的应对反爬虫的经验，例如合理使用IP 池、验证码识别技术等；4、优秀的执行力，面对挑战，能快速决策分析，调动资源集中突破。5、善于总结，积极主动学习新技术，热爱爬虫工作，直面困难敢于承担责任，有较强的沟通的能力和理解能力，有较强的抗压能力。
                ",上海法智特实业集团有限公司,"投资,融资",民营私企,NULL, 101－300人,NULL,2018-2-24,http://www.chinahr.com/job/6510794911386625.html,中华英才网
大数据挖掘工程师,NULL,福州-仓山区,全职,3年经验,本科,10000-20000,NULL,NULL,"年终奖,五险一金,带薪年假,项目奖金,员工培训,员工旅游,节日福利,晋升空间大,帅哥美女多,",岗位职责:.负责大数据挖掘新产品设计与开发。2.大数据挖掘及应用开发团队技术指导、方案规划及模型设计3.负责大数据潜在高价值数据的挖掘和分析4.分析产品需求，独立完成相关软件架构、代码设计及调适开发工作5.医疗数据离线和准实时分析任职要求：1、有数据挖掘和机器学习相关学习经历或工作经验，有较深的数据与算法功底；2、熟悉Hadoop、Hive或其它开源数据挖掘或机器学习技术；3、具备2年及以上的数据挖掘工作；4、有挖掘工具使用经验者，如SPSS、SAS、R、python其中之一5、熟悉聚类、推荐、预测等挖掘算法6、参与过Mahout、Storm、Spark相关具体项目者优先7、有海量文本数据分析经验者优先8、有医疗行业数据挖掘分析经验者优先9、熟悉ELK文本挖掘者优先,"
                    岗位职责：1. 负责大数据挖掘新产品设计与开发。2. 大数据挖掘及应用开发团队技术指导、方案规划及模型设计3. 负责大数据潜在高价值数据的挖掘和分析4. 分析产品需求，独立完成相关软件架构、代码设计及调适开发工作5. 医疗数据离线和准实时分析任职要求：1、有数据挖掘和机器学习相关学习经历或工作经验，有较深的数据与算法功底；2、熟悉Hadoop、Hive或其它开源数据挖掘或机器学习技术；3、具备2年及以上的数据挖掘工作；4、有挖掘工具使用经验者，如SPSS、SAS、R、python其中之一5、熟悉聚类、推荐、预测等挖掘算法6、参与过Mahout、Storm、Spark相关具体项目者优先7、有海量文本数据分析经验者优先8、有医疗行业数据挖掘分析经验者优先9、熟悉ELK文本挖掘者优先
                ",福建弘扬软件股份有限公司,计算机软件,上市公司,NULL, 101－300人,NULL,2018-2-25,http://www.chinahr.com/job/6623881847834112.html,中华英才网
数据分析,NULL,郑州-管城区,全职,0年经验,本科,3000-4000,NULL,NULL,"五险一金,绩效奖金,商业保险,工作内容有趣,办公室漂亮,地处繁华商圈,优秀人才多,办公装备高档,晋升空间大,领导易相处,豪华团建,员工培训,员工旅游,更多,",岗位职责:学历应届生，专业不限，计算机/统计学/数学类专业优先。2、熟练使用Excel或其他高阶数据分析软件，掌握定量、定性分析能力，具备良好的信息收集分析及预测能力，善于通过数据分析洞察需求；具有较强的数字分析能力。3、对服装行业感兴趣，对时尚流行趋势及市场变化有敏锐的观察力，有相关管理经验者优先。4、试用期固定工资3000元/月，转正后4000元/月或以上。享有社保、节假日。,"
                    1、统招本科学历应届生，专业不限，计算机/统计学/数学类专业优先。2、熟练使用Excel或其他高阶数据分析软件，掌握定量、定性分析能力，具备良好的信息收集分析及预测能力，善于通过数据分析洞察需求；具有较强的数字分析能力。3、对服装行业感兴趣，对时尚流行趋势及市场变化有敏锐的观察力，有相关管理经验者优先。4、试用期固定工资3000元/月，转正后4000元/月或以上。享有社保、节假日。
                ",郑州粉蓝衣橱服饰(有限)公司,其他行业,民营私企,NULL, 101－300人,NULL,2018-2-25,http://www.chinahr.com/job/6301176169367045.html,中华英才网
数据分析师,NULL,广州-天河区,全职,3年经验,本科,7000-9000,NULL,NULL,"年终奖,绩效奖金,五险一金,员工旅游,节日福利,员工培训,地处繁华商圈,帅哥美女多,股票期权,",岗位职责:联网+智慧能源服务商：“帮助企业科学管理用能，为企业管控用能成本”是我们的核心使命！我们有自主研发的互联网+智慧能源服务平台；我们也提供企业购电、企业能效管理、企业用电需求响应、企业用电设备运维托管等增值服务。如果你的专业是数学、数据挖掘或者大数据应用，并且热爱建模、算法优化、机器学习、数据分析工作，请加入我们！你的职责是：1）与客户沟通，充分了解数据分析业务的客户需求，编制数据分析需求说明书；2）对海量业务数据进行分析，并利用算法挖掘行为特征，发现潜在规律，建立机器学习算法并优化；3）结合行业特点，针对电力用户的用电行为特征，发现用户的偏好特征，利用挖掘的所有用户特征标签，绘制电力用户画像，协助精准营销；4）利用数据挖掘技术，分析业务运营成果，根据数据分析结果展现业务经营过程中存在的问题，并提出改进建议。任职要求：1）对统计学和数据挖掘算法原理有较为深刻的理解，熟悉sss、sas、r、mahout等数据挖掘软件之一；2）熟悉决策树、聚类、逻辑回归，关联分析、svm等数据挖掘算法，有海量数据挖掘的项目经验；3）二年及以上互联网行业或者某些工业行业数据挖掘及算法设计工作经验，有用户行为分析、用户建模、业务建模、数学建模经验优先；4）具有python脚本经验者优先；5）良好的逻辑分析能力、分析问题和解决问题的能力，对数据敏感，有良好的沟通能力。待遇：月薪+绩效奖+年终奖+旅游+五险一金+优秀人才股权激励,"
                    我们是一家互联网+智慧能源服务商：“帮助企业科学管理用能，为企业管控用能成本”是我们的核心使命！我们有自主研发的互联网+智慧能源服务平台；我们也提供企业购电、企业能效管理、企业用电需求响应、企业用电设备运维托管等增值服务。如果你的专业是数学、数据挖掘或者大数据应用，并且热爱建模、算法优化、机器学习、数据分析工作，请加入我们！你的职责是：1）与客户沟通，充分了解数据分析业务的客户需求，编制数据分析需求说明书；2）对海量业务数据进行分析，并利用算法挖掘行为特征，发现潜在规律，建立机器学习算法并优化；3）结合行业特点，针对电力用户的用电行为特征，发现用户的偏好特征，利用挖掘的所有用户特征标签，绘制电力用户画像，协助精准营销；4）利用数据挖掘技术，分析业务运营成果，根据数据分析结果展现业务经营过程中存在的问题，并提出改进建议。任职要求：1）对统计学和数据挖掘算法原理有较为深刻的理解，熟悉sss、sas、r、mahout等数据挖掘软件之一；2）熟悉决策树、聚类、逻辑回归，关联分析、svm等数据挖掘算法，有海量数据挖掘的项目经验；3）二年及以上互联网行业或者某些工业行业数据挖掘及算法设计工作经验，有用户行为分析、用户建模、业务建模、数学建模经验优先；4）具有python脚本经验者优先；5）良好的逻辑分析能力、分析问题和解决问题的能力，对数据敏感，有良好的沟通能力。待遇：月薪+绩效奖+年终奖+旅游+五险一金+优秀人才股权激励
                ",广州链能信息科技有限公司,移动互联网,民营私企,NULL, 21－50人,NULL,2018-2-25,http://www.chinahr.com/job/6617920023760130.html,中华英才网
