city,company,company_finance,company_size,company_type,company_url,date,department,education_requirement,experience_requirement,industry,major_requirement,monthly_salary_range,position_advantage,position_cleaned,position_info,position_tag,posted_url,posted_website,recruit_count,专业要求,公司主页,公司名称,公司性质,公司行业,公司规模,原始URL,发布日期,发布网站,学历,岗位介绍,工作地点,工作性质,招聘人数,经验,职位名称,职位诱惑,薪资,融资阶段,部门
,,,,,,,,,,,,,,,,,,,,,,浙江大华技术股份有限公司,民营公司,"计算机软件,计算机硬件",5000-10000人,http://jobs.51job.com/hangzhou-bjq/98079842.html?s=01&t=0,16/02/2018,前程无忧,本科,岗位职责：1.参与分布式数据库开发2.编写及维护工作过程中的系列文档3.负责产品的bug修复及线上问题定位、解决4.技术难点的攻关，解决项目中遇到的技术难题招聘要求：1、熟悉Linux2、掌握C/C++3、熟悉数据结构算法4、Oracle，mysql，postgresql关系型数据至少掌握一个5、熟悉大数据各组件MPP，hadoop，hbase，hive/spark/flink，zookeeper，lucene/es/solr至少一个附加项：1、熟悉python/shell等脚本语言2、掌握编译原理者优先考虑,杭州-滨江区,,1.0,无工作经验,大数据开发工程师,,10000-20000,,
,,,,,,,,,,,,,,,,,,,,,,赞同科技股份有限公司,民营公司,"计算机软件,计算机服务(系统、数据服务、维修)",1000-5000人,http://jobs.51job.com/guangzhou/98462133.html?s=01&t=0,16/02/2018,前程无忧,本科,,广州,,6.0,2年经验,大数据开发工程师,"五险一金,定期体检,年终奖金,餐饮补贴,通讯补贴,专业培训,带薪年假",10000-20000,,
,,,,,,,,,,,,,,,,,,,,,,广州浩瀚汇通信息科技有限公司,民营公司,"互联网, 电子商务",150-500人,http://jobs.51job.com/guangzhou-thq/94787812.html?s=01&t=0,16/02/2018,前程无忧,本科,1、微贷类金融产品用户风控授信评级体系构建；2、大数据风控模型设计、研发、优化；3、反作弊/防欺诈系统设计、研发、优化。岗位要求：1、5年以上人工智能、机器学习研发经验；2、熟悉常见机器学习算法，如逻辑回归、GBDT、SVM、聚类算法等；3、熟悉一种或多种语言编程，如C、C++、Java、Python等；4、熟悉HadoopM/R以及Hive，有SparkMlib开发经验优先；5、精通AB实验设计、时间序列、自然语言处理、文本挖掘、深度学习者优先；6、有信息检索爬虫系统、知识图谱、推荐系统、以及计算广告相关经验者优先。,广州-天河区,,2.0,无工作经验,算法工程师,"五险一金,年终奖金,股票期权,定期体检,弹性工作,员工旅游",12000-33000,,
,,,,,,,,,,,,,,,,,,,,,,秀财网,民营公司,"教育, 培训, 院校",,http://jobs.51job.com/shanghai-hkq/98289760.html?s=01&t=0,16/02/2018,前程无忧,本科,,上海-虹口区,,1.0,5-7年经验,"架构师, ",,20000-25000,,
,,,,,,,,,,,,,,,,,,,,,,四川星盾科技股份有限公司,民营公司,计算机软件,50-150人,http://jobs.51job.com/chengdu-gxq/86964494.html?s=01&t=0,16/02/2018,前程无忧,本科,"工作职责：1.负责交警行业的指标算法的设计与开发；2.负责算法训练、验证、调优；3.编写算法相关的技术文档。任职要求1.熟练使用Python，有数据分析开发经验；2.熟练掌握Linux平台开发和Oracle数据库；3.必须熟悉numpy、pandas等科学计算包；4.有良好的沟通协调能力，团队合作意识，对技术有非常强烈的热情；5.有汽车后市场工作经验优先；6.有千万级数据处理及数据整合分析经验者优先。优先条件:1.有Java/Python/R等开源数据挖掘算法封装经验优先；2.对于Spark/Hadoop/HBase/Hive等大数据处理平台技术有系统实际操作经验者优先。四川数字灯塔科技有限公司官网：http://shuzidengta.cn/DataBeacon/html/home/home.html上班地址：成都市高新区天府五街200号菁蓉国际广场1栋C座610工作时间：9：00～18：00，周末双休工资组成：月薪（7K～15K）+年终奖（2个月工资）公司每年有年度提薪一经录用，公司自试用期起购买五险一金+提供有竞争力的薪酬+传统节日福利+员工旅游+年度体检+不定期的聚餐、各项活动+工会人文关怀+广阔的发展空间。四川数字灯塔科技有限公司成立于2016年10月，公司立足于汽车后市场的大数据服务行业，我们的使命是用数据服务生活，我们目标是3年内成为汽车后市场大数据服务行业的领头羊，公司的企业文化是诚信,积极,共赢,快乐。公司立志为包括我们的股东，员工，顾客，乃至商业合作伙伴在内的所有人提供创造和实现梦想的机会。公司目前有资深的管理团队和技术团队，成熟的客户市场，未来三年内我们的目标是营收过亿，同时初创企业也是每个人充分展现自己最好的舞台，未来的高管，股东也会出现在今天共同浴血奋战的同事中。既然选择了远方，便只顾风雨兼程，困难我们一起扛，赢了我们一起狂！不同于其他创业公司，我们有成型和现成的市场，销售渠道。公司已与3个省已经签订合同，其余2个省份，多个地市已经申请预算，明年商务会继续开拓市场。等2018年我们会和我们的每位员工分享我们的硕果！公司目标3年内成为汽车后市场大数据服务领军人。您获得的不仅是一份工作，一起来挑战自己吧！",成都-高新区,,1.0,1年经验,Python算法工程师,"五险一金,员工旅游,专业培训,定期体检,年终奖金,年度提薪,各类活动,岗位晋升",7000-15000,,
,,,,,,,,,,,,,,,,,,,,,,广州佰聆数据股份有限公司,民营公司,"计算机服务(系统、数据服务、维修),计算机软件",150-500人,http://jobs.51job.com/guangzhou-hpq/96901841.html?s=01&t=0,16/02/2018,前程无忧,本科,岗位职责：1、负责通信行业数据分析项目工作，配合项目经理完成项目需求调研，编制需求说明书和工作方案；2、负责通信行业业务数据收集整理，对多种数据源的数据进行深度诊断性组合分析、挖掘、深度分析和建模及优化工作；3、跟踪、指导某行业数据分析主题模型的实施，优化算法或分析策略，提供建设性意见；4.深入理解业务，发现业务特征潜在机会，给出有效的建议方案；5、结合业务需求，规划数据分析体系；6、对通信行业的业务运营进行评估和建议，从数据的角度推动运营决策、产品方向和运营。任职要求：1、对Python、R、SAS等分析挖掘工具至少两样精通，对数据分析挖掘基础算法（逻辑回归、决策树、聚类、时间序列算法、社交网络算法、关联算法、协同过滤推荐算法）有实际主导建模的精细项目经验（持续6个月以上项目两个及以上），对各算法模型使用场景、特征工程处理、算法参数调整等实际工作环节具备透彻理解和认知；2、对关系型数据库（mysql、oracle、td、db2任一）精通，对数据库和系统间架构有实战性掌握和认知，具备大规模数据处理的能力和效率具有实战性理解，具备复杂多维数据精细处理能力（总量50G以上、数据清洗、数据校对、统计报表），具有独立进行较复杂数据处理及编程实现的能力，对大数据架构下数据处理有一定接触（Hive、spark等工具）；3、具备对数据挖掘分析流程性、概念性认知，包括但不限于数据分析挖掘与业务目标结合、数据清洗及准备阶段对于数据分析挖掘整体流程重要性、数据质量检查的复杂性和繁琐性、数据数据挖掘业务流程、适用场景下算法选择、适用场景下模型调优、模型在业务场景的应用及解释等方面；4、对金融领域基础知识具备基本认知；有至少1~2年金融项目经验5、擅长与业务人员进行沟通，明确业务问题和工作重点，具备分析模型结果转化为报告、落地于系统、解决应用场景问题的能力，善于将模型成果转化生成各类汇报材料；6、学习能力佳，工作主动性和完成准确度高，具备与团队其他成员、研发人员配合的团队,广州-黄埔区,,1.0,3-4年经验,高级数据分析师,"五险一金,餐饮补贴,通讯补贴,年终奖金,免费班车,专业培训",10000-15000,,
,,,,,,,,,,,,,,,,,,,,,,嬴客网络科技（上海）有限公司,民营公司,"计算机软件,互联网, 电子商务",150-500人,http://jobs.51job.com/shanghai-xhq/98240151.html?s=01&t=0,16/02/2018,前程无忧,,,上海-徐汇区,,1.0,5-7年经验,Java工程师,"五险一金,员工旅游,定期体检",15000-25000,,
,,,,,,,,,,,,,,,,,,,,,,亚信软件CTC,合资,计算机软件,10000人以上,http://jobs.51job.com/guangzhou/89871720.html?s=01&t=0,16/02/2018,前程无忧,,"岗位要求：1.2年以上大数据相关工作经验；2.熟练掌握Hadoop、Spark生态系统组件（MR、HBase、Hive、ZooKeeper、SparkSQL、SparkMlib等），有相关大数据架构,开发成功案例；3.熟悉hadoop相关各种开源项目，HiveHbase等有实际应用开发经验；4.熟悉Linux工作环境，熟悉SQL语言，除MySQL之外，至少熟悉以下一种NoSQL数据库：MySQL/HBase/Redis/MongoDB；5.对大数据行业有强烈兴趣，较强的团队合作与沟通能力，对解决挑战型问题充满激情；",广州,,2.0,2年经验,Hive开发工程师,"五险一金,补充医疗保险,通讯补贴,绩效奖金,年终奖金,定期体检",8000-15000,,
,,,,,,,,,,,,,,,,,,,,,,睿哲科技股份有限公司,民营公司,"计算机软件,通信, 电信, 网络设备",50-150人,http://jobs.51job.com/guangzhou-thq/75473665.html?s=01&t=0,16/02/2018,前程无忧,本科,岗位职责：1、在项目经理指导下分析业务需求，确定开发的技术架构和技术路线；2、完成相应模块软件的设计、开发、编程、测试任务；任职要求：1、计算机相关专业本科以上学历；2、有3年以上Java应用开发经验，熟悉网络编程、多线程应用；对分布式架构、大数据处理有一定的认识；3、具备丰富的OO/SOA设计思想，熟练使用UML建模技术，熟练运用常用设计模式；4、熟悉Oracle、SqlServer等关系型数据库和MongoDB/HBase等NOSQL，熟练编写SQL语句、存储过程、触发器等；5、熟悉LINUX环境软件部署、优化；6、良好规范的文档编写整理能力；7、具备良好的表达和沟通能力、学习能力，具备团队合作精神，能够承受一定的工作压力。更多请访问：http://www.reyzar.com/http://q.eqxiu.com/s/Ssr080VL薪酬福利：1、工作时间：周一至五上午9：00-12：30，下午14：00-18：00；五天7.5小时工作制，周六日双休；2、带薪假期：享受国家法定节假日、婚假、产假（陪）、病假、丧假、年假等；3、福利待遇：入职购买五险一金，午餐补贴，具有竞争力的薪酬，年底双薪+奖金；4、节假贺礼：重大节日礼品/礼金；5、公司活动：定期组织文体活动、聚餐活动；6、企业培训及职业发展：新员工入职培训、部门培训、职能培训，广阔的职业发展平台。,广州-天河区,,5.0,2年经验,java工程师,"五险一金,补充医疗保险,专业培训,绩效奖金,定期体检,人才推荐奖,午餐补贴,节日福利,带薪年假,出差补贴",5000-10000,,
,,,,,,,,,,,,,,,,,,,,,,青岛伟东云教育集团有限公司,外资（欧美）,"互联网, 电子商务",1000-5000人,http://jobs.51job.com/qingdao/89451434.html?s=01&t=0,16/02/2018,前程无忧,本科,职位描述:1.负责公司云教育平台及产品的研发、设计、开发和调试；2.维护和优化云教育平台及相关产品的质量、性能、用户体验；3.深度参与公司云教育平台及产品的开发、设计、实现和维护等；4.研究新兴技术，满足平台需求。任职要求：1．计算机相关专业，本科以上学历。2．2年以上的JavaWeb应用系统开发经验，熟悉J2EE相关技术（JSP/Servlet/JDBC）、熟悉Ajax/Html5/JQuery/React/CSS等Web开发技术、熟练使用SpringMVC、Spring、Mybatis等主流开发框架。3．熟悉系统高并发处理、网站大流量处理、大数据技术，并有hadoop、hbase、spark、storm相关开发经验的优先考虑。4.掌握MySQL、Oracle、PostgreSQL等数据库开发技术。5.熟悉Eclipse等开发工具，熟练使用SVN等配置管理工具。6.严谨的编码风格、自学习能力强、能较快的掌握新知识。7.具有较好的项目开发经验、能独立分析问题及解决、具有较好的质量意识及文档编写能。8.良好的团队沟通能力和团队协作精神、工作认真踏实、责任心强。,青岛,,2.0,3-4年经验,Java开发工程师,"补充公积金,五险一金,员工旅游,专业培训,定期体检",4500-6000,,
,,,,,,,,,,,,,,,,,,,,,,山东卡尔电气股份有限公司,民营公司,"电子技术, 半导体, 集成电路",150-500人,http://jobs.51job.com/weihai/97291667.html?s=01&t=0,16/02/2018,前程无忧,,,威海,,1.0,2年经验,Java开发工程师,"五险一金,年终奖金,绩效奖金,定期体检",6000-8000,,
,,,,,,,,,,,,,,,,,,,,,,成都中科合迅科技有限公司,民营公司,计算机软件,150-500人,http://jobs.51job.com/chengdu/98462116.html?s=01&t=0,16/02/2018,前程无忧,本科,,成都,,2.0,8-9年经验,Java架构师,"五险一金,年终奖金,绩效奖金,定期体检,弹性工作,专业培训",20000-25000,,
,,,,,,,,,,,,,,,,,,,,,,重庆呼我出行网络科技有限公司,民营公司,"互联网, 电子商务",150-500人,http://jobs.51job.com/chongqing-ybq/88483135.html?s=01&t=0,16/02/2018,前程无忧,本科,"岗位职责：1、根据产品需求，负责后端应用服务的模块设计和开发；2、负责产品的框架研发以及相关产品线的分析与设计；3、负责与初级和中级程序员以及外部供应商的研发人员进行技术沟通与协同岗位要求：1.全日制大学本科以上学历，计算机或相关专业。2.5年以上Java开发经验3.在网络、操作系统、程序语言、算法、数据结构、数据库等方面具备一定理论基础。4.深入理解JVM、Java设计模式、OO思想，在Java内存管理、性能调优、并行开发等方面具相当经验；精通JavaWeb编程；能够编写多线程、socket，IO等相关的高质量代码。5.熟悉掌握spring、springmvc/struts、mybatis/hibernate等框架基础原理，精通其中至少一套组合的应用开发。6.熟悉tomcat、webLogic、websphere等主流应用服务器之一。7.熟悉mysql/oracle之一，具有良好的sql编写和优化能力。8.具分布式系统开发经验，熟悉负载均衡、缓存、消息等相关机制。精通redis，nginx,kafka，zookeeper、分布式mysql其中一项或数项者优先。9.具一定大数据理论基础，有Hadoop系列（HDFS，HBase等）实际应用开发经验者优先。10.具微服务经验，熟悉springcloud或者dubbo者优先11.有大型、超大型互联网应用平台设计、开发经验者优先。对手机端APP开发亦有一定程度了解、甚至熟悉者更佳。12.思维敏捷，逻辑清晰，能够正确理解业务需求，独立承担或组织模块、组件级别设计与开发任务，具良好的开发、测试习惯和文档组织能力。具备一定管理能力，能够为中、初级Java开发人员提供指导、培训者更佳。13.热爱技术工作，有责任心和进取心，敢于接受挑战，能够承受合理工作压力。14.沟通良好，团队意识强，有合作精神。15.具一定英文读写能力，能快速阅读理解相关方面的英文技术文档者更佳。16.技术能力某些方面特别突出的，其他方面可适度放宽。17.能力或经验特别优秀者，待遇可面议。",重庆-渝北区,,1.0,5-7年经验,高级Java开发工程师,"五险,双休,包吃,带薪年假,节日福利,生日礼金,年度旅游,专业培训,年终奖金,绩效奖金",12500-21666,,
,,,,,,,,,,,,,,,,,,,,,,安徽中意之旅信息科技有限公司,民营公司,"互联网, 电子商务,计算机服务(系统、数据服务、维修)",少于50人,http://jobs.51job.com/huainan/97654498.html?s=01&t=0,16/02/2018,前程无忧,大专,1、负责公司相关项目的研发及管理工作；2、参与系统核心架构的设计和编写，负责具体功能模块的设计与开发；3、参与产品设计与代码实现；4、负责或配合项目管理人员完成相关技术分析，负责制订相关的技术解决方案，参与方案讨论，技术调研及参与解决开发中的技术难题；工作地点：淮南工作地点：淮南工作地点：淮南任职要求:1、计算机及相关专业大专及以上学历，至少3年的JAVA开发经验。2、能独立开展工作，计算机基础知识扎实，学习能力强。3、有扎实的JAVA基础功底，优雅的代码风格，喜欢研究源码实现者尤佳。4、熟悉html、js、css、ajax、jquery、json等前端开发技术。5、了解Tomcat等WEB应用服务器，有相关应用部署经验，能够熟练使用常见Linux命令6、熟悉多线程并发编程、网络编程等知识；7、熟悉MySql\Oracle传统关系型数据库的一种，具有很强SQL功底；熟悉Mongdb、Redis等内存数据库者优先；8、具有大型高并发WEB经验者、熟悉征信系统流程、网络爬虫、Groovy/Python等脚本语言者，对分布式/集群有相关经验者优先考虑。9、熟悉hadoop、hive、hbase、spark、storm、kafka、zookeeper、flume等组件，具有M/R程序开发经验、具备分布式数据计算平台搭建相关实践经验，具有一定的平台调优能力者优先考虑；,淮南,,3.0,3-4年经验,Java开发工程师,"餐饮补贴,定期体检,五险,班车,带薪年假,全勤奖,员工宿舍,员工旅游,节日福利",6000-8000,,
,,,,,,,,,,,,,,,,,,,,,,安徽富驰信息技术有限公司,民营公司,"计算机服务(系统、数据服务、维修),计算机软件",50-150人,http://jobs.51job.com/hefei-ssq/95648999.html?s=01&t=0,16/02/2018,前程无忧,本科,"1、负责数据平台的设计、开发、维护与优化，不断创新，满足上层数据运营体系各项需求；2、负责数据平台项目总体技术方案，对各模块进行设计指导与质量评估；3、负责应用分析系统的架构设计以及核心开发工作;4、负责根据需求设计数据收集的规划和方案，全局设计数据处理的技术流程和规范；5、负责数据质量提升方案设计,并解决核心数据质量问题；6、研究与跟踪大数据新技术发展方向，主持制定大数据平台技术发展战略规划；7、负责大数据部门的技术研究、技术知识培训。任职要求：1、本科以上学历，5年以上软件和分布式系统研发经验，2年以上大数据系统架构经验；2、熟悉Hadoop/Hive/HBase/Spark等的工作原理、系统构建和优化；，3、有丰富的大数据平台相关组件的实际应用经验4、熟悉主流数据库技术，精通SQL，有较强的SQL编码及调优经验；5、具备Java,Python等开发经验，具备数据体系设计经验；6、需要有责任心,工作积极主动,思路清晰，擅长沟通、有团队合作精神。",合肥-蜀山区,,1.0,5-7年经验,数据架构师,"五险一金,绩效奖金,年终奖金,员工旅游,弹性工作,定期体检",15000-30000,,
,,,,,,,,,,,,,,,,,,,,,,福农控股有限公司,民营公司,"互联网, 电子商务",50-150人,http://jobs.51job.com/nanjing-jnq/94811123.html?s=01&t=0,16/02/2018,前程无忧,大专,"岗位职责1、负责产品开发；2、负责指导、处理、协调和解决项目中出现的技术问题；3、根据公司产品的版本管理规范，完成所负责项目的服务器代码的版本归档、版本变更、版本发布工作。4、负责处理线上版本紧急技术问题，线上版本bug处理；5、负责服务器系统优化，提高性能。任职资格1、软件基础理论知识扎实，具有良好的数据结构、算法功底；2、精通java,对分布式计算、数据挖掘有深入了解者优先；3、熟悉Hadoop、Storm、HBase、Hive等框架者优先；4、具备良好的团队意识及创新思维、自我激励能力，善于与人合作；5、具有良好的表达与沟通能力以及独立思考并解决问题的能力。",南京-江宁区,,1.0,3-4年经验,Java开发工程师,"五险一金,交通补贴,餐饮补贴,绩效奖金,节日福利,带薪年假,周末双休,购车补助",7000-14000,,
,,,,,,,,,,,,,,,,,,,,,,万宝盛华人力资源（中国）有限公司,"专业服务(咨询、人力资源、财会),多元化业务集团公司",,1000-5000人,http://jobs.51job.com/shanghai-jdq/94333935.html?s=01&t=0,16/02/2018,前程无忧,本科,"1.基于大数据分析，为产品的设计、运营，为会员生命周期管理，为营销、客户服务等业务决策提供科学的数据分析,根据数据分析结果提出业务策略建议；2.通过挖掘、分析海量数据，建立具备解释力和预测力的数学模型；3.利用数据挖掘技术分析、预测用户的行为，发现用户的偏好特征；对老用户及潜在目标用户行为进行分析、建模，找到目标人群,验证效果,并根据用户反馈来持续优化模型。4.推荐、数据挖掘、机器学习等领域前沿技术在本行业应用的研究。5.组织内部的人员管理和梯队建设。任职资格1.本科及以上学历，计算机、数学、管理科学与工程、计量经济学及相关专业；掌握系统、扎实的统计学理论和方法；2.具备5年以上大型电商行业数据分析相关岗位工作经验，至少2年以上的团队管理；3、掌握系统的数据分析方法论，有扎实的统计学理论基础；4.有过用数据分析方法成功解决业务问题的项目经验；5.有很强的商业意识和业务分析能力；6.有HadoopMapReduce、spark算法编写经验优先；7.精通关系型数据库MySQL,SQLServer等,精通分布式数据库Hbase和数据仓库Hive；8.有良好的书面和口头表达能力，能够制作简明的分析报告并有效地与业务人员沟通;9．对商业和业务逻辑敏感，具备良好的逻辑分析能力、组织沟通能力和团队精神，乐于分享、勇于承担；能积极主动的思考数据产品的价值和优势。",上海-嘉定区,,1.0,5-7年经验,高级数据经理,,33333-50000,,
,,,,,,,,,,,,,,,,,,,,,,海南中智信信息技术有限公司,合资,计算机软件,少于50人,http://jobs.51job.com/haikou/74344052.html?s=01&t=0,16/02/2018,前程无忧,本科,职位描述：岗位职责：1.负责大数据项目分析方法和大数据解决方案的研究；2.针对需求提供大数据分析技术解决方案；3.参与大数据项目开发，包括架构设计、编程开发等工作；4.根据业务需要，跟踪大数据技术领域趋势并能结合实际业务应用。5、工作地点为海南任职要求：1、本科以上学历，计算机、软件工程等相关专业，有二年以上相关经验，优秀的应届研究生也可以；2、精通java语言，了解相关技术和框架（l例如：Struts2/Spring/Hibernate等），有过推荐算法或数据挖掘算法使用经验；3、精通Hadoop、HBase等大数据开发，对hadoop/hive、MapReduce编程或MPI编程有一定的了解；4、熟悉大数据架构，具备大数据项目架构设计能力，有2年以上的大型项目架构设计经验；5、熟练掌握大规模数据挖掘方面的常用方法及算法技巧等，了解数理统计，有数据分析和建模理论基础或实际经验；6、了解常用的关系数据库和非关系数据库；7、至少熟悉shell、perl、python、php其中一门脚本语言；同时熟悉其它语言，如C/C++语言者优先，有spark/storm等系统使用经验优先，有用户画像建模及用户行为分析的经验优先。待遇：1、工资=基本工资+绩效2、福利=养老+失业+医疗+工伤+生育保险+住房公积金3、奖励=股票期权+年终奖4、交通：园区提供十余条班车线路，接送员工上下班5、住宿：免费提供住宿，全套家具和空调,海口,,1.0,无工作经验,大数据开发工程师,"五险一金,免费班车,员工旅游,绩效奖金,年终奖金,股票期权",6666-8333,,
,,,,,,,,,,,,,,,,,,,,,,北京华融启明风险管理技术股份有限公司,上市公司,计算机软件,150-500人,http://jobs.51job.com/beijing-hdq/94424156.html?s=01&t=0,16/02/2018,前程无忧,大专,"岗位职责：1、负责软件架构设计工作，包括系统的总体规划、架构设计、系统分析、软件实现、性能优化；2、负责产品的技术选型，设计产品技术架构、接口规范，为开发人员提供更加快速有效的开发框架、服务、公用组件；3、负责改进系统的性能、可扩展性、稳定性、安全性；4、负责项目开发过程中的技术攻关及运行中出现的技术问题；5、定期review项目代码，并组织代码评审；6、负责指导研发工程师的产品开发和技术研究工作，促使研发团队整体技术水平提升。任职要求：1、计算机相关专业本科、学士以上（含学士）学位；2、有JAVAEE相关开发经验，8年以上工作经验，熟悉TDD开发；熟悉Ngix、Weblogic、Tomcat、Jboss等常见应用服务器；3、熟悉分布式系统的设计和应用，熟悉分布式、缓存、消息、搜索等机制；熟悉目前网站常用的缓存组件、缓存类型、缓存策略；4、在可扩展、高性能，高并发，高稳定性系统设计，开发和调优方面有实际经验；5、大型分布式应用系统分析、架构设计、开发经验，了解负载均衡策略实现；能对分布式常用技术进行合理应用、解决问题；6、精通MySql，Redis，Hbase等数据库，熟悉常用的解决数据库负载的方法；7、熟悉Linux操作系统，熟悉Shell脚本编程及常用Linux操作命令；8、具备在架构模式、设计模式、OOAD方面的深入的知识和理解；9、熟悉掌握monodb，mq，node.js,dubber等技术。",北京-海淀区,,2.0,8-9年经验,架构师,"五险一金,员工旅游,餐饮补贴,绩效奖金,年终奖金,股票期权,弹性工作,定期体检",28000-35000,,
,,,,,,,,,,,,,,,,,,,,,,上海天矢源信息科技有限公司南京分公司,合资,"互联网, 电子商务,计算机软件",少于50人,http://jobs.51job.com/nanjing-qhq/94857115.html?s=01&t=0,16/02/2018,前程无忧,本科,岗位职责1)负责数据库结构设计、脚本开发、配置管理等；2)负责数据库性能优化工作，包括性能分析和评估；3)为开发人员提供数据库技术支持和相关技术培训；4)负责数据库相关新技术的研究和应用；5)负责编写数据库相关技术文档；6)领导交代的其他工作；任职资格1)大学本科以上学历，计算机、通讯、信息等相关专业毕业；2)具备两年以上实际开发工作经验；3)掌握数据库建模，熟练掌握SQL、存储过程，触发器的使用；4)精通Oracle、MSSQL、MYSQL中的任一种数据库的运行机制和体系架构以及系统调优；5)熟悉Hadoop、Spark、hbase、redis、MongoDB等；6)具有良好的团队合作意识，能够承受较大工作压力；7)具备强烈的时间观念，愿与公司一同成长。8)有从事参加医疗、健康等相关行业软件开发经验者优先录取；工作地点：南京市秦淮区洪武路359号福鑫国际大厦1701室电话：18994048988（主先生）邮箱：sun.jilu@tdcmoney.com职能类别：数据库工程师/管理员,南京-秦淮区,,3.0,2年经验,数据库工程师,"五险一金,弹性工作,绩效奖金,周末双休",6000-18000,,
,,,,,,,,,,,,,,,,,,,,,,四川享宇金信金融服务外包有限公司,创业公司,"互联网, 电子商务,专业服务(咨询、人力资源、财会)",50-150人,http://jobs.51job.com/chengdu-gxq/98485297.html?s=01&t=0,16/02/2018,前程无忧,,,成都-高新区,,1.0,无工作经验,高级数据仓库工程师,"五险一金,补充医疗保险,员工旅游,弹性工作,定期体检,专业培训,绩效奖金,股票期权,年终奖金",18000-24000,,
,,,,,,,,,,,,,,,,,,,,,,中国船舶重工集团南京鹏力科技集团有限公司,"多元化业务集团公司,机械/设备/重工",,1000-5000人,http://jobs.51job.com/nanjing/98283567.html?s=01&t=0,15/02/2018,前程无忧,本科,,南京,,2.0,3-4年经验,"可视化, ","五险一金,免费班车,员工旅游,专业培训,通讯补贴,餐饮补贴,绩效奖金,年终奖金,定期体检,交通补贴",10000-15000,,
,,,,,,,,,,,,,,,,,,,,,,南京云利来软件科技有限公司,创业公司,计算机软件,少于50人,http://jobs.51job.com/nanjing-qhq/97786567.html?s=01&t=0,16/02/2018,前程无忧,本科,1.精通Javascript程序设计；2.熟练使用JQuery、AngularJS、eChart，D3等JS框架；3.熟练使用Linux操作系统；3.熟悉NodeJS、Express者优先；4.熟悉Shell、Python等脚本语言者优先；5.熟悉Kibana者优先；6.熟悉网络协议及网络安全者优先；7.有一定美工基础者优先；8.具有良好的中、英文读写能力，及文档生成能力；,南京-秦淮区,,1.0,2年经验,"数据可视化, 高级, 工程师","五险一金,餐饮补贴,弹性工作,员工旅游,绩效奖金,年终奖金",10000-15000,,
,,,,,,,,,,,,,,,,,,,,,,阿里巴巴集团,上市公司,"互联网, 电子商务",10000人以上,http://jobs.51job.com/hangzhou/84826646.html?s=01&t=0,16/02/2018,前程无忧,本科,阿里巴巴集团数据技术及产品部沉淀着整个阿里集团所有的数据，是半个中国的数据发动机。我们的产品不仅服务着阿里高管以及阿里内数万名小二，也服务着阿里巴巴电商平台上数以千万计的商家。在过去三年，我们承接了双11媒体大屏、乌镇互联网大屏、G20大屏等重大数据可视化项目，为各层级客户及中外记者带来了非凡的数据视听盛宴，是业内同行争相学习的对象，同时也获得了各国领导人的高度好评。在新的一年，我们将致力于在多维图表、VR、AR及视频互动等领域的技术发展，让阿里的数据可视化技术继续成为业界标杆。1、承接集团日常数据大屏开发工作，包括双11媒体直播大屏等S级大促专用大屏的开发。2、参与团队分析型可视化、算法可视化等大数据可视化产品的建设，并推动可视化技术产生更多的业务价值。3、负责完善团队基础图形库的架构设计与技术建设，不断丰富图形库的种类。4、尝试各种前沿可视化技术与思想，推动团队技术继续前进。我们希望你：1、充满好奇心，乐于学习，愿意分享，享受coding。2、熟练掌握HTML5、CSS3、javascript基本语法。3、熟练掌握SVG、CANVAS、WebGL等前端绘图技术，并能熟练使用最少一种数据可视化库。4、掌握至少一门面向对象的后端开发语言，有操作数据库及准备数据的能力。5、相关专业毕业，对图形图像算法及编程有较深的了解，具备自主编写shader的能力。6、了解unity3D、vizrt、ventuz等视频渲染软件，有在大型互联网公司做过可视化研发，从事过VR、AR技术研发或者游戏引擎研发者尤佳。虚位以待，小伙伴们都在等你。,杭州,,2.0,3-4年经验,"前端可视化工程师, ",,,,
,,,,,,,,,,,,,,,,,,,,,,万宝盛华人力资源（中国）有限公司,"专业服务(咨询、人力资源、财会),多元化业务集团公司",,1000-5000人,http://jobs.51job.com/shanghai/92604173.html?s=01&t=0,16/02/2018,前程无忧,本科,"岗位职责：1、负责对接业务需求,实现数据的可视化展现；2、根据产品策略及展现逻辑的分析和计算，将展现数据进行提取和整合；3、负责研究新的可视化技术方法，实施产品功能的升级更新。任职要求：1、公办全日制大学本科或以上学历，计算机相关专业；2、通过大学英语4级或具备以上水平，口语及书面表达良好；3、精通计算机编程，熟练掌握C/C++、Python、Java等开发语言，熟悉Tableau等至少一种数据可视化相关技术及工具，有BI经验者优先。",上海,,2.0,无工作经验,数据可视化工程师,,25000-41666,,
