职位名称,部门,工作地点,工作性质,经验,学历,薪资,专业要求,招聘人数,职位诱惑,岗位介绍,公司名称,公司行业,公司性质,融资阶段,公司规模,公司主页,发布日期,发布网站,原始URL
大数据系统工程师,,上海-徐汇区,,3-4年经验,,20000-40000,,1,"五险一金,通讯补贴,餐饮补贴,年终奖金,弹性工作",岗位设置目的：大数据平台（CDH、Presto、ElasticSearch、Storm等）运维工作。岗位职责：1.负责操作系统运维；2.负责CDH平台各大数据组件(例如：Hdfs、Yarn、Hbase、Solr、Hive、Impala、Spark、ZK、Sentry等)安装调试与支持；3.负责Kafka、Storm、ElasticSearch、Cassandra、Presto的安装调试与支持；4.负责大数据平台的性能优化和故障处理；5.负责大数据平台的日常操作、运维。任职资格：1.大专及以上学历，计算机、数学、统计等相关专业；2.3年以上CDH等大数据平台运维经验；3.CDH（必须）、还掌握Storm、Kafka、ElasticSearch的优先；4.良好的团队合作能力、沟通能力。,上海拿米金融信息服务有限公司,"互联网, 电子商务,金融, 投资, 证券",民营公司,,150-500人,,01/01/2018,前程无忧,http://jobs.51job.com/shanghai-xhq/96672242.html?s=01&t=0
数据分析师,,上海-青浦区,,无工作经验,,8000-10000,,1,"补充医疗保险,员工旅游,餐饮补贴,年终奖金,定期体检,周末双休,住房补贴,包吃",岗位职责：（1）建立完善、科学的业务指标体系，提供日周月报体系，及时准确、完整的解析公司业务的经营状况；（2）独立承担产品、营销、交易风险等数据分析。描述客户画像，挖掘客户的调整，提出业务改善意见；为业务的决策和产品方向提供数据分析爱支持；（3）维护BI报表系统，给各个部门提供自动化报表服务，牵头接通各类数据；（4）支持部门内外其他数据工作需求。任职要求：（1）国内外知名本科以上学历，硕士优先；（2）有较强的沟通能力，能对接公司各个部门，学习能力强，适应各个部门的业务逻辑；（3）对商业和业务逻辑敏感，具有良好的逻辑分析能力，有商业分析、数据挖掘相关经验优先；（4）熟悉sql语言接触过sqlserver、mysql、hive等关系型数据库；（5）熟悉数据挖掘分析挖掘相关算法，聚类分析，逻辑回归、svm、决策树等；（6）有python开发语言以及在数据分析有应用经验优先；（7）对office有较强的应用能力熟练使用Execl、PPT。,银科控股（Yintech） 金焕实业,"金融, 投资, 证券",民营公司,,500-1000人,,01/01/2018,前程无忧,http://jobs.51job.com/shanghai-qpq/96910472.html?s=01&t=0
"数据分析, ",,上海,,5-7年经验,本科,18000-35000,,1,,,众安在线财产保险股份有限公司,"互联网, 电子商务,保险",民营公司,,500-1000人,,01/01/2018,前程无忧,http://jobs.51job.com/shanghai/97399056.html?s=01&t=0
高级Java工程师,,杭州-滨江区,,3-4年经验,,15000-25000,,1,"五险一金,餐饮补贴,弹性工作,免费班车,员工旅游,年终奖金,补充医疗保险","职位描述：1、带领各自团队负责有贝产品开发、优化和维护；2、负责移动端产品的后台开发、优化和维护；3、编写相关技术文档；4、跟踪和调研***热点，推进新技术在研发中使用职位要求：1、熟悉网站架构开发的整体流程，对前后端技术都有比较深入的了解和把握能力；2、有网络安全技术及经验的优先考虑；3、熟悉SVN团队开发工具，具有良好的编程习惯；4、精通jsp、Spring2.5、Struts2、XML、Hibernate、ibatis等主流开发技术5、精通J2EE中间件技术平台开发，对dubbo、MQ、Redis等应用有一定的经验，有较强的探索新技术的欲望和能力6、必须在JavaWeb方面拥有丰富的知识和实战经验；7、计算机及相关专业，精通Java语言，至少2年以上Java项目开发经验；8、精通Linux操作系统和ORACLE、MySQL数据库;有较强的分析设计能力和方案整合能力；9、具工作责任心，有良好的编程和文档管理习惯，有良好的团队合作精神，能承受较大的工作压力，具有团队领导能力；10、具有很强的自学能力和英文资料阅读能力。你将有机会接触相关的技术培训：1、亿级别以上的访问处理技术2、sphinx、lucence、solr等全文搜索技术3、rabbitmq、activemq等消息队列技术4、redis、memcached、mogodb等缓冲技术5、android、iOS、html5等移动开发技术6、性能测试与调优、网站安全处理等技术7、大数据的处理，hadoop、hive、hdfs、spark、storm技术，机器学习，深度学习技术8、linux的使用及调优，mysql调优9、一对一的技术指导10、定期的内部技术分享和不定期邀请外部技术大牛进行技术分享福利多多：1.年终奖必须有。2.五险一金必拿项，年假天数逐年增。3.上班时间人性化：弹性工作时间等你来。4.工作日提供午餐餐补、有固定零食及下午茶提供，呵护您的胃。5.团队月度活动多，户外、旅游和唱k，吃喝玩乐都陪你；每周体育活动,员工互动更亲密。6.快速的职业上升通道，有才你就放胆来。",有贝网络科技（杭州）有限公司,"计算机软件,计算机服务(系统、数据服务、维修)",民营公司,,150-500人,,01/01/2018,前程无忧,http://jobs.51job.com/hangzhou-bjq/97405485.html?s=01&t=0
"数据开发工程师, ",,上海,,无工作经验,,20000-25000,,1,,"工作内容1、承担数据仓库与数据集市的设计与开发；2、数据分析模型的构建、管理与维护；3、公司大数据平台的研发与维护；4、解决项目中遇到的技术问题；岗位要求1.5年以上的数据开发/程序开发工作经验2.有丰富的数据库设计经验，熟悉Oracle、Mysql、Hive数据库3.能熟练使用Python、SQL进行数据处理4.具有数据建模经验，能根据业务场景设计合适的数据模型5.具有较强的分析和逻辑能力，具有良好的解决问题的能力6.能主动沟通，有较强的责任心和合作能力优先条件：1.从事过大数据相关产品的技术研发,熟悉Hadoop/Spark/Hive/Storm/Mahout/Kafka任一技术者优先2.具有从事过基金行业、证券行业、银行企业公司工作的背景",好买财富管理股份有限公司,"互联网, 电子商务,金融, 投资, 证券",民营公司,,500-1000人,,01/01/2018,前程无忧,http://jobs.51job.com/shanghai/97415038.html?s=01&t=0
数据分析岗位,,深圳,,无工作经验,本科,8000-10000,,2,,数据分析岗位1、全日制本科及以上学历，具备计算机编程能力（python，java，c++均可），能编写简单脚本；2、具备ETL数据处理能力，有经验者优先；3、具有严密的逻辑思维能力，能结合应用对数据进行分析，并设计指标进行描述和衡量；4、有hadoop，hive开发经验者优先；5、具有两年及以上数据分析经验。6、工作内容及职责：对QA、智能对话、智能客服等任务结果进行效果分析。具备case分析能力，辅助分析模型瓶颈和badcase。,成都迈思信息技术有限公司,计算机软件,民营公司,,150-500人,,01/01/2018,前程无忧,http://jobs.51job.com/shenzhen/97415400.html?s=01&t=0
数据分析,,广州-越秀区,,无工作经验,,8000-16000,,1,"五险一金,餐饮补贴,定期体检,出国机会,员工旅游,绩效奖金,年终奖金",岗位职责：1、负责大圣app数据运营；2、推进技术团队实现数据统计平台的建设和完善，完成数据的校验，确保数据的准确性；3、快速响应并整理细化各个部门的数据需求，为产品改进和运营活动提供数据支持，提出合理化建议；4、定期输出日、周、月、季报等数据报告，跟踪产品体验和业务运营情况，对异常数据进行深入分析；5、深度挖掘用户行为特征及规律，为产品改进提供数据支撑。岗位要求：1.大学本科及以上学历；2.积极，主动，能承受压力、敢于挑战；3.对数据敏感、有大数据报表研发经验；4.精通Mysql等数据库操作，精通Python或其他开发工具；5.掌握PHP、hive、hadoop等的优先考虑；6.有创业精神，责任心强。,海南大圣娱乐有限公司广州分公司,"互联网, 电子商务,网络游戏",民营公司,,50-150人,,01/01/2018,前程无忧,http://jobs.51job.com/guangzhou-yxq/97416745.html?s=01&t=0
数据分析师,,深圳-福田区,,3-4年经验,本科,8000-10000,,2,,1、全日制本科及以上学历，具备计算机编程能力，（pythonJAVAc++均可）能编写简单脚本；,深圳市博悦科创科技有限公司,"计算机软件,互联网, 电子商务",民营公司,,500-1000人,,01/01/2018,前程无忧,http://jobs.51job.com/shenzhen-ftq/97422020.html?s=01&t=0
"数据工程师, ",,杭州-西湖区,,3-4年经验,本科,12500-16666,,1,"五险一金,交通补贴,餐饮补贴,通讯补贴,年终奖金,定期体检,员工旅游",职位描述：1.负责集团业务分析报告的编纂，对报告中发现的问题提出意见或建议；2.负责公司各单位/部门常规业务数据统计分析，提供业务运营决策支持；3.负责公司数据建设数据报表系统模型改进；4.负责公司主数据库、数据集市的改进、优化及数据存储、数据清洗等工作；5.参与搭建、优化Hadoop数据架构；6.与数据相关的其他工作内容。人员任职要求：1.本科及以上学历，3年以上数据岗位从业经验；3.熟练使用R或Python等常见数据统计分析工具；5.熟练掌握MySQL、Oracle等数据库语言；6.有ETL数据仓库、数据集市搭建经验优先；7.有Hadoop、Spark、Hive部署及开发经验者优先；8.信息管理、应用数学、统计学、计算机科学等相关专业，持有数据分析师执业资格证书者优先。,绿城物业服务集团有限公司,"物业管理, 商业中心",民营公司,,10000人以上,,01/01/2018,前程无忧,http://jobs.51job.com/hangzhou-xhq/90772902.html?s=01&t=0
数据库开发工程师,,南京,,2年经验,大专,8000-10000,,1,"五险一金,弹性工作,定期体检,通讯补贴,员工旅游,交通补贴",1.负责运营数据的提取；2.按需开发数据分析相关ETL脚本；3.参与部门数据仓库的建模、设计和开发；4.参与统计报表的开发及性能优化.要求：1、1-3年以上数据库开发经验，男女不限；2、熟练掌握SQL语句、SQL性能优化、PL/SQL；3、熟悉linux系统，掌握shell、python等至少一门脚本语言；4、具有丰富的数据库开发经验，至少掌握Oracle、Greenplum一种数据库开发，懂hive更佳；5、有良好的团队合作和敬业精神，并具备很好的文档习惯；6、良好的团队合作能力，能承担较大的工作压力；7、拥有BI项目实施经验者优先考虑；,南京善跑体育科技有限公司,"娱乐, 休闲, 体育",民营公司,,150-500人,,01/01/2018,前程无忧,http://jobs.51job.com/nanjing/96844621.html?s=01&t=0
Hive开发工程师,,广州,,2年经验,,8000-15000,,2,"五险一金,补充医疗保险,通讯补贴,绩效奖金,年终奖金,定期体检","岗位要求：1.2年以上大数据相关工作经验；2.熟练掌握Hadoop、Spark生态系统组件（MR、HBase、Hive、ZooKeeper、SparkSQL、SparkMlib等），有相关大数据架构,开发成功案例；3.熟悉hadoop相关各种开源项目，HiveHbase等有实际应用开发经验；4.熟悉Linux工作环境，熟悉SQL语言，除MySQL之外，至少熟悉以下一种NoSQL数据库：MySQL/HBase/Redis/MongoDB；5.对大数据行业有强烈兴趣，较强的团队合作与沟通能力，对解决挑战型问题充满激情；",亚信软件CTC,计算机软件,合资,,10000人以上,,01/01/2018,前程无忧,http://jobs.51job.com/guangzhou/89871720.html?s=01&t=0
", ",,南京,,3-4年经验,本科,12000-24000,,1,"五险一金,交通补贴,餐饮补贴,年终奖金,绩效奖金",岗位职责:任职资格:,南京苏宁软件技术有限公司,"互联网, 电子商务",上市公司,,10000人以上,,01/01/2018,前程无忧,http://jobs.51job.com/nanjing/97415511.html?s=01&t=0
java研发工程师,,南昌,,2年经验,本科,,,1,,（1）2年以上JAVA/J2EE技术软件开发工作经验，熟练使用基于J2EE的相关开源技术以及框架，具有扎实的Java基础知识。（2）精通JSP/Servlet、JavaScript、Ajax、jQuery等WEB开发技术，熟悉spring及springmvc框架。（3）熟练使用mysql\oracle等数据库开发。（4）有责任心、能够承受工作压力；（5）具有较强的学习精神和总结能力。（6）熟悉大数据（包括hadoop、hive、hbase、spark、storm、impala等）经验优先。,东华软件股份公司,"计算机服务(系统、数据服务、维修),计算机软件",民营公司,,1000-5000人,,01/01/2018,前程无忧,http://jobs.51job.com/nanchang/97423607.html?s=01&t=0
Python工程师,,宁波-慈溪市,,无工作经验,,15000-20000,,2,,"岗位职责：1、建设和维护基于各类分布式系统和大数据平台的风控系统研发；2、开发与维护实时评分系统，包括算法部署模块与信息整合模块；3、负责与各业务系统交互之间的数据管理，需求分析，方案设计；4、开发和维护各类监控系统与业务报表；5、与需求方沟通数据需求,对项目质量跟踪控制。岗位要求：1.有扎实的计算机系统原理知识，熟悉分布式系统原理，熟悉并行计算或者分布式计算；2、具备3年以上基于python大数据开发、服务端开发或研究经验；3、精通python开发，熟悉python各类webservice框架（django、flask、tornado等），熟悉pandas，numpy，scipy等数据处理包4、精通SQL，熟悉主流数据库SQLServer、MYSQL等5、熟悉大数据开发框架，HBase、Spark/RDD、MR、Cassandra等大数据主流工具和技术，熟悉Linux操作系统，Shell编程等;6、理解Batch和NearRealtime数据流采集方案。熟悉Kafka、ActiveMQ等消息队列；7、能够完成核心产品代码的研发工作，解决项目中关键问题和技术问题；8、熟悉数据挖掘算法以及具备模型部署经验为佳；",浙江融卡科技有限公司,"金融, 投资, 证券",民营公司,,50-150人,,01/01/2018,前程无忧,http://jobs.51job.com/ningbo-cxs/97113700.html?s=01&t=0
Java开发工程师,,珠海,,无工作经验,大专,8000-10000,,3,"五险一金,专业培训,绩效奖金,年终奖金,交通补贴,餐饮补贴",,珠海市达内软件有限公司,计算机软件,民营公司,,10000人以上,,01/01/2018,前程无忧,http://jobs.51job.com/zhuhai/97425510.html?s=01&t=0
Java开发工程师,,大连-甘井子区,,无工作经验,,3000-6000,,2,"五险一金,年终奖金","岗位职责1、负责产品开发；2、负责指导、处理、协调和解决项目中出现的技术问题；3、根据公司产品的版本管理规范，完成所负责项目的服务器代码的版本归档、版本变更、版本发布工作。4、负责处理线上版本紧急技术问题，线上版本bug处理；5、负责服务器系统优化，提高性能。任职资格1、软件基础理论知识扎实，具有良好的数据结构、算法功底；2、精通java,对分布式计算、数据挖掘有深入了解者优先；3、熟悉Hadoop、Storm、HBase、Hive等框架者优先；4、具备良好的团队意识及创新思维、自我激励能力，善于与人合作；5、具有良好的表达与沟通能力以及独立思考并解决问题的能力。",大连赛博灵科技有限公司,"电子技术, 半导体, 集成电路,仪器仪表, 工业自动化",民营公司,,少于50人,,01/01/2018,前程无忧,http://jobs.51job.com/dalian-gjzq/97426493.html?s=01&t=0
Java开发工程师,,南通,,无工作经验,,3000-5000,,1,,"岗位职责1、负责产品开发；2、负责指导、处理、协调和解决项目中出现的技术问题；3、根据公司产品的版本管理规范，完成所负责项目的服务器代码的版本归档、版本变更、版本发布工作。4、负责处理线上版本紧急技术问题，线上版本bug处理；5、负责服务器系统优化，提高性能。任职资格1、软件基础理论知识扎实，具有良好的数据结构、算法功底；2、精通java,对分布式计算、数据挖掘有深入了解者优先；3、熟悉Hadoop、Storm、HBase、Hive等框架者优先；4、具备良好的团队意识及创新思维、自我激励能力，善于与人合作；5、具有良好的表达与沟通能力以及独立思考并解决问题的能力。",江苏乐百年健康管理有限公司,"医疗, 护理, 卫生",合资,,50-150人,,01/01/2018,前程无忧,http://jobs.51job.com/nantong/97418169.html?s=01&t=0
", ",,深圳,,5-7年经验,本科,,,1,,负责数据接入、数据清洗、底层重构，业务主题建模等工作；负责金融大数据整体的计算平台开发与应用；计算机或相关专业本科以上学历；有5年及以上大数据平台开发方面相关工作经验；熟悉数据仓库和数据建模的相关技术细节，有编程经验，熟悉JAVA语言；熟悉SQL/Hadoop/Hive/Hbase/Spark等大数据工具具有海量数据处理经验，或有互联网行业数据挖掘工作经验者优先；有第三方支付或金融业务经历者优先考虑;,深圳市腾讯计算机系统有限公司,"互联网, 电子商务",民营公司,,500-1000人,,01/01/2018,前程无忧,http://jobs.51job.com/shenzhen/95647537.html?s=01&t=0
Spark大数据开发工程师,,杭州-滨江区,,2年经验,,12000-20000,,1,"五险一金,弹性工作,定期体检,年终奖金,股票期权",工作职责：1、参与大数据平台的设计与开发，解决海量异构数据面临的挑战；2、熟悉Linux环境下集群搭建，管理、优化并维护Hadoop、Spark等集群；3、利用Hadoop与Spark等相关大数据技术解决并实现业务需求；4、建立数据模型，对数据进行挖掘、优化、统计及展示。任职资格：1、计算机相关专业，本科及以上学历，2年以上Spark、Hadoop相关开发经验；2、熟悉主流的大数据产品（Hadoop、Spark、Hbase、Flume、Kafka等）和数据分析技术（机器学习)并具有相关项目经验；3、精通Scala语言编程，并熟练使用该语言进行Spark相关开发；4、具备JavaEE开发经验，熟练使用jQuery、Springmvc、Spring与Mybatis等技术框架；5、善于发现问题与解决问题，强烈的责任感和团队感，对负有挑战性的工作充满热情。,浙江贵仁信息科技股份有限公司,"电气, 电力, 水利,计算机软件",民营公司,,150-500人,,01/01/2018,前程无忧,http://jobs.51job.com/hangzhou-bjq/97363778.html?s=01&t=0
java开发工程师,,深圳-南山区,,3-4年经验,大专,10000-15000,,1,"五险一金,员工旅游,绩效奖金,年终奖金,专业培训","、3年以上数据采集，爬虫相关工作经验；2、精通JAVA或者Python,熟悉一种以上主流的爬虫工具优先，如webmagic,nutch等；3、熟悉多线程网页抓取原理及技术，熟悉基于cookie的网站登录原理，精通正则表达式能够从Xpath、css等WEB信息提取技术；4、至少熟悉一种关系型数据库，如Mysql、Oracle、MSSQL等，熟悉rdeis;5、具备较强的责任心，创新意识，能接受持续交付的工作环境；6、熟悉具备NOSQL存储的优先考虑。7、大专以上学历，计算机相关专业。",深圳壹鸿科技有限公司,"计算机服务(系统、数据服务、维修),互联网, 电子商务",民营公司,,50-150人,,01/01/2018,前程无忧,http://jobs.51job.com/shenzhen-nsq/97414208.html?s=01&t=0
"运营经理, ",,广州-海珠区,,3-4年经验,大专,12500-16666,,1,"五险一金,员工旅游,绩效奖金,专业培训,丰富下午茶,户外活动,带薪年假",职位描述：1、负责天猫、京东店铺的整体规划、营销、推广，完成公司制定的销售目标；2、结合互联网资源，制定相应的推广计划，提高店铺浏览量和转化率，针对效果进行跟踪、评估，分析，及时提出改进措施；3、擅长天猫多种推广手段，熟悉主流推广方式如聚划算、直通车、淘宝客、手淘营销、钻石展位等；4、制订天猫商城年度、季度、月度的运营方案，策划店铺促销活动，优化店铺及商品排名，增强店铺竞争力、提升产品销量；5、指导美工设计并制定店铺视觉布局，关联销售的装修方案；6、对店铺运营数据进行日常管理和统计，制作相关的数据分析表。岗位要求：1、大专以上学历，电子商务、市场营销等相关专业，三年以上淘宝运营、推广实战经验；2、熟悉淘宝直通车、钻展，淘宝客、聚划算等营销推广工具，有打造店铺爆款的成功案例经验，ROI能控制在类目平均水平之上；3、丰富的网络营销推广经验，能充分利用好站内站外各种有效资源开展活动；4、具备较好的数据分析能力，思维敏捷，敏锐的市场分析能力，能抓取消费者需求点制定相关的销售方案；5、性格开朗，责任心强，有团队精神，能承受一定的工作压力；6、有母婴行业，快消品、化妆品行业优先考虑。我们为您提供不断完善的薪酬待遇和福利，包括：1、薪酬福利：完善的薪酬制度、公开公平的业绩提成及年终奖，社保、全勤奖、带薪年假、病假等；2、节日礼金：传统节日我们会送上精选的礼品或礼金；3、办公环境：员工位置宽敞、会议室（员工定期培训和分享）、水果零食随意吃；4、员工活动：每周羽毛球，美味的点心或甜品，每月生日会、阅读分享，我们不仅要你工作状态杠杠哒，更要你的身体与肚子棒棒哒；5、员工成长：“fun享会”，小伙伴们定期举行生活、学习分享，把自己生活中有趣的一面展现出来，获取学习积分；6、工作氛围：这里没有阶级之分，只有与小伙伴们一起学习，一起成长的大Boss；7、其它福利正在逐步完善中，期待大家的加入~~~~,广州宝呗科技有限公司,"互联网, 电子商务,快速消费品(食品、饮料、化妆品)",民营公司,,50-150人,,01/01/2018,前程无忧,http://jobs.51job.com/guangzhou-hzq/97416398.html?s=01&t=0
运营,,广州-白云区,,2年经验,本科,6000-8000,,1,"五险一金,补充医疗保险,员工旅游,年终奖金,绩效奖金,包住,带薪年假","1、负责淘宝京东店铺各渠道日常内容建设，如淘宝头条、微淘、必买清单、有好货、京东发现等内容渠道；2、负责淘内内容图文的写作、发布和热点关键词信息配合推广；3、MCN拓展和日常维护、商务沟通配合工作，会根据反馈评估消费群体；4、负责平台内容运营最新信息抓取及共享，跟进平台最新的内容运营趋势；5、负责线上活动的推广及社群会员维护；6、根据品牌推广需求，配合运营部门制定阶段性营销推广方案，完成活动策划及创意推广工作；7、对电商内容运营数据敏感，会结合业务数据来分析内容运营质量。8、配合设计师确定促销文案和收编产品图任职资格：1、热爱编辑，具备文案撰写及图片处理能力，较强的营销意识；2、热爱并关注生活中新奇趣的时尚商品，具备较好的时尚潮流敏感性和判断力；3、熟悉MCN的操作流程，有内容达人资源者优先；4、具有较强的选题、策划、采编及热点捕捉能力,挖掘产品痛点；5、思维活跃，创意无限，活泼开朗，易于相处；6、需要较强的沟通、表达能力，并且有一定的恰谈合作技巧；7、本科以上学历，专科工作2年以上或具有4A广告公司文案编辑经验优先；8、对电商店铺运营有一定经验者优先。9、配合设计师确定促销文案和收编产品图",广州市超胜科技有限公司,"互联网, 电子商务,贸易, 进出口",民营公司,,少于50人,,01/01/2018,前程无忧,http://jobs.51job.com/guangzhou-byq/97301461.html?s=01&t=0
"大数据研发工程师, Hadoop, Java, ",,南京-江宁区,,3-4年经验,本科,12000-20000,,2,"五险一金,员工旅游,交通补贴,餐饮补贴,绩效奖金,定期体检,周末双休,节日福利,补充公积金,专业培训",岗位职责1、根据大数据产品功能需求，确定合理功能设计的技术路线。在保障满足客户需求、系统稳定性安全性的同时，能进行适当创新性研发工作。2、根据任务要求及自身情况，进行工作计划合理制定，在项目开始后合理安排进度，保障在最终时间节点完成研发工作。3、在功能设计阶段及代码实现阶段，确保功能设计合理，代码实现有效，避免重新设计重新返工现象。岗位要求：1、精通JAVA等开发语言，独立进行过软件项目研发。2、了解Hadoop&Spark，对在Hadoop&Spark上进行过大数据项目开发有一定了解。3、对相关的技术标准有深刻的认识，对软件工程标准规范有良好的把握；4、理解智慧城市相关概念和技术，熟悉hadoop工作原理，有Hadoop、hive、Hbase、pig等分布式相关开发经验；5、具有大数据处理平台架构设计经验，熟悉智慧城市数据模型；6、深入理解数据处理和分析，包括海量数据处理、时空数据管理等，有相关产品技术架构设计经验；7、熟悉主流WEB开发框架（Spring、Hibernate、Struts2、ibatis等），熟知不同流行框架的优缺点；8、熟练掌握机构化和非结构化数据库，有相关设计经验，对主流的nosql有深入了解并熟练掌握nosql；9、思路开阔，具备良好的学习能力与创新能力，善于挑战新技术，具有较好的软件开发技术功底，具有良好的团队合作精神及出色的沟通能力，责任心。我司设有竞争力的薪酬水平，良好的职业发展通道和发展空间，欢迎优秀人才的加入！,中科曙光南京研究院有限公司,"计算机硬件,计算机软件",国企,,150-500人,,01/01/2018,前程无忧,http://jobs.51job.com/nanjing-jnq/74696561.html?s=01&t=0
Hadoop工程师,,北京-朝阳区,,2年经验,,10000-15000,,1,"五险一金,餐饮补贴,弹性工作,定期体检,交通补贴,员工旅游,绩效奖金",【岗位职责】1、参与预装和线上业务的BI产品的研发工作；2、参与搭建公司级别数据处理平台支撑所有业务线；3、参加对公司海量数据进行处理分析，挖掘，支撑公司各业务线。【职位要求】1、计算机专科以上学历；2、2年以上JAVA开发经验，1年以上hadoop开发经验；3、熟悉主流的大数据处理生态软件（MapReduce、Hive、Kafka、Flume、Spark、SparkStreaming、Hbase等），需对于其中两项以上有实际项目开发经验；4、对于shell脚本有一定的编码能力；5、做事积极，强烈责任心，良好的沟通能力，有上进心，学习能力较强。,上海乐泾达软件科技有限公司,"计算机软件,互联网, 电子商务",民营公司,,150-500人,,01/01/2018,前程无忧,http://jobs.51job.com/beijing-cyq/95252685.html?s=01&t=0
"Hadoop开发工程师, , ",,深圳,,3-4年经验,本科,,,1,,"硕士及以上学历，3年以上Linux开发经验，熟悉Java语言,掌握反射、多线程等java高级特性的使用；熟悉HBase、HDFS、ZooKeeper等Hadoop生态技术圈相关技术的基本使用；熟悉业界Kafka、Spark、Storm等分布式计算框架；理解Spark工作机制，了解SparkStreaming的开发；责任心强，具有良好的沟通能力，良好的自我驱动和自我管理意识，能主动思考。具备良好的团队合作意识。计算机相关硕士以上学历；5年以上工作经验；具有良好的沟通、表达和协调能力；良好的团队合作精神和较强的抗压能力。",深圳市腾讯计算机系统有限公司,"互联网, 电子商务",民营公司,,500-1000人,,01/01/2018,前程无忧,http://jobs.51job.com/shenzhen/86555570.html?s=01&t=0
"Hadoop架构师, ",,北京,,3-4年经验,本科,,,2,,1、维护公司hadoop机群环境，解决业务性能和稳定性问题2、参与业务开发，满足数据分析和业务流程需求3、对开源系统进行增强和扩展1、对hive、hbase、hdfs、yarn、spark等任一方面有深入的理解2、有实际参与大型项目的经验，对业务需求和平台架构有深入的理解3、有实际源码贡献、二次开发经验者优先,阿里巴巴集团,"互联网, 电子商务",上市公司,,10000人以上,,01/01/2018,前程无忧,http://jobs.51job.com/beijing/95214008.html?s=01&t=0
"资深Hadoop开发工程师, ",,上海,,3-4年经验,本科,15000-20000,,1,"五险一金,补充医疗保险,员工旅游,绩效奖金,定期体检",岗位职责：1、基于HADOOP数据平台，参与数据清洗、转换、整合及各类数据模型建设工作；2、基于HADOOP数据平台，参与生态圈内工具创新及研发工作；3、参与人工智能及数据挖掘等研发项目，结合大数据平台探索机器学习应用场景并参与实施；任职要求：1、本科以上学历，计算机相关专业，3年以上IT开发工作经验，熟悉金融保险业务2、1年以上数据挖掘或人工智能建模工作经验3、精通Sql编程及性能调优4、熟练使用Hadoop/Spark生态圈技术，如：Hive、Hbase、MapReduce、Spark、Oozie、Kafka、Flume等等5、熟悉Linux系统及shell编程6、具备较高的程序开发及调试能力；具备一定的系统设计能力7、良好的沟通技巧和团队合作意识,平安科技（深圳）有限公司,"互联网, 电子商务,计算机软件",民营公司,,1000-5000人,,01/01/2018,前程无忧,http://jobs.51job.com/shanghai/91834465.html?s=01&t=0
"Hadoop, Java工程师, ",,杭州-滨江区,,无工作经验,本科,10000-20000,,1,,,浙江大华技术股份有限公司,"计算机软件,计算机硬件",民营公司,,5000-10000人,,01/01/2018,前程无忧,http://jobs.51job.com/hangzhou-bjq/87728441.html?s=01&t=0
Hadoop运维,,北京,,5-7年经验,本科,25000-50000,,2,,"JobDescription？Thispositionwillhavetheresponsibilitytoinstall,maintainanddevelopthedatafusionserviceswithintheCloudInfrastructureandtorunanalyticsforusersandgivemanagementreports.？ThispositionisembeddedwithintheVWGroupsITdepartmentConnectedCarprojectteamandoperationTeam.AmongothertasksyourcoreresponsibilitiesistorunanddevelopDataAnalyticstechnologyandProcessbasedonTechnologieslikeHadoop.？Thispositionwillberesponsibletogetherwithintheteamandthestakeholdersofprojectteamoperationteam,andserviceproviders,toshareinformationandcreateandgatherrequireddocuments.？Ensuringthatalloperationallyrelevantdocumentsareupdatedandavailableonthegolivedate.？EnsuringanalyticsplanningbycreatingtheservicereadinesstogetherwiththeODPprojectmanager？SupportingprojectmanagementforoverallacceptanceoftheITserviceandthenrunanalyticsbasedonuserrequirementsRequirements:？BachelorsdegreeinIT,Businessorarelatedfield？5+yearsintheITindustry,withspecificexpertisearound1Tprojectandprogrammanagement.？HasDataAnalyticsrelevantcertificationorsimilarexperienceinadeliveryorDataAnalyticsdesignrole？Proventrackrecordofbeingresultsorientatedwithdemonstratedabilitytoachieveaggressivegoals？Strongverbalandwrittencommunicationskills",万宝盛华人力资源（中国）有限公司,,"专业服务(咨询、人力资源、财会),多元化业务集团公司",,1000-5000人,,01/01/2018,前程无忧,http://jobs.51job.com/beijing/91898678.html?s=01&t=0
Hadoop运维工程师,,上海-浦东新区,,3-4年经验,本科,15000-30000,,2,,1.负责高并发，大存储和实时流的Hadoop/spark大数据平台规划，运维，监控和优化工作；2.保证Hadoop/spark平台各核心服务运行的稳定、高效；3.对Hadoop/spark平台运维不断优化，提升数据产品的质量和响应速度；4.开发各种Hadoop大数据自动化运维与监控工具；5.研究大数据前沿技术，改进现有系统的服务和运维架构，提升系统可靠性和可运维性。任职要求：1.计算机或相关专业本科以上学历；2.2年以上Hadoop大数据平台实际生产环境经验；熟悉Apachespark资源管理、调度和性能调优；熟悉Spark，Kafka，HDFS，Hive，Hbase，MapReduce，Yarn，Flume，Mesos，ZooKeeper中的2个以上组件；3.理解Spark和MapReduce的原理，能够根据日志分析程序运行出现错误的原因，并对程序运行的参数进行优化，给予业务开发人员建议和支持；4.熟悉分布式系统、分布式计算系统的工作机制，熟悉Hadoop生态圈相关核心技术的工作机理；有一定源码研究者优先；5.熟悉Linux系统管理工作；熟悉Shell编程，能够编写脚本解决日常问题，包括自动化的工作流设计；6.熟悉Scala或者Python编程者优先。,上海宏鹿信息技术服务有限公司,"互联网, 电子商务,金融, 投资, 证券",民营公司,,500-1000人,,01/01/2018,前程无忧,http://jobs.51job.com/shanghai-pdxq/91046965.html?s=01&t=0
