,职位名称,部门,工作地点,工作性质,经验,学历,薪资,专业要求,招聘人数,职位诱惑,岗位介绍,公司名称,公司行业,公司性质,融资阶段,公司规模,公司主页,发布日期,发布网站,原始URL
28,技术总监,,苏州,,8-9年经验,本科,20000-35000,,1,,"?岗位职责：1、高度理解公司整体发展战略，全面负责个平台系统和大数据的技术方向研究及总规划组织制定实施重大技术决策和方案；2、全面负责公司科研部工作和技术团队的管理、监督，有计划扩充培养一支高效的科研团队；3、负责组织制定技术管理度和绩效考核办法，制定项目的技术管理流程和开发管理流程；4、参与并评审项目需求，制定技术开发计划及其任务分配，确保开发方向与需求匹配、监督项目进度，制定系统优化与调整方案；5、负责协调与公司其他部门的工作，促进平台业务发展，并对战略目标提供有力支持；6、对潜在或具体的项目、用户进行跟踪，用户拜访、技术交流等；7、领导和组织技术革新、技术交流、技术协作和技术攻关等活动。任职要求：1、本科及以上学历，计算机、软件工程相关专业；2、8年以上金融行业IT经验，知名互联网公司高级管理职位3年以上经验，有金融行业从者优先；3、具有深厚的技术背景，有大中型信贷系统项目负责人经验，对产品方向、团队管理、技术难点等具有深刻的理解和解决方案；4、精通Java，精通Struts、Spring、Hibernate、iBatis、MVC等主流框架及中间件，深入理解开发相关规范和技术原理；5、熟悉Linux操作系统，Oracle、MySQL等数据库，nginx、tomcat、jetty等web服务器部署，并能结合网络、多系统整合、数据库、性能调优等优化方案；6、熟悉Kafka,SPARK,HBASE,HIVE7等大数据技术；7、熟悉公司产品结构、性能、机理、使用方法，有扎实的理论基础和技术工作经验；7、具有较好的技术深度和求知欲、高度的责任心，较好沟通能力优先。",上海蔚捷互联网金融信息服务有限公司,"金融, 投资, 证券,计算机服务(系统、数据服务、维修)",民营公司,,150-500人,,27/12/2017,前程无忧,http://jobs.51job.com/suzhou/94220196.html?s=01&t=0
30,高级算法工程师,,上海-浦东新区,,5-7年经验,本科,30000-40000,,0,"五险一金,员工旅游,交通补贴,餐饮补贴,通讯补贴,出国机会,年终奖金,绩效奖金,专业培训",岗位职责：1.运用机器学习、统计学习等方法，在公司的大数据平台上对海量数据进行深度数据挖掘；2.基于业务需求，持续进行数据模型和算法的研究、建模、设计与优化；5.与产品工程师、数据工程师共同完成数据产品的建设；6.与运营团队一起解决业务问题，发现问题并能有效地对相关算法和模型优化。任职资格：1.计算机/模式识别/人工智能/数学/统计相关专业，大学本科或以上学历；2.扎实的理论基础：统计分析、假设检验、概念模型、机器学习、深度学习等；3.有5年以上工作经验，具备图像识别，自然语言处理，数据挖掘项目经历；4.熟悉多种业界数据产品实施方案，亲自实现过算法并将该算法投入实际运用，有迭代调优经验；5.熟悉Python开发语言，熟悉Hive、Pig或熟悉使用其它工具从HDFS运行任务获取数据；6.务实的工作态度，良好的组织和沟通能。,上海脉源企业管理咨询有限公司,"专业服务(咨询、人力资源、财会),会计, 审计",民营公司,,少于50人,,27/12/2017,前程无忧,http://jobs.51job.com/shanghai-pdxq/97311183.html?s=01&t=0
31,数据分析师,,北京-朝阳区,,无工作经验,,20000-35000,,0,"五险一金,交通补贴,年终奖金,绩效奖金,通讯补贴,餐饮补贴,弹性工作","职位描述：1、根据业务形态以及数据处理需求，设计和搭建必要的数据处理基础设施，并维护保证系统的稳定性；2、关注和研究业界的数据分析和建模技术，包含数据处理、特征提取、模型建立、模型评估以及应用等；3、负责公司数据平台建设、设计、优化和落地，包括数据ETL、数据治理、数据分析等方面的设计、开发、测试工作。岗位要求：1、重点高校，计算机、数据相关专业，一本及以上学历，3年以上数据领域工作经验；2、精通Python，Java，Scala，Go等编程语言之一，具有实践性的系统代码开发经验；3、精通使用mysql、oracle、PostgreSQL的一种或多种，精通各种sql语句的实现与调优；4、熟练掌握Linux环境下的程序开发、实施；5、掌握主流的大数据处理技术，包括hadoop,MR,Hive,Spark等等，有实际项目架构经验者的优先；6、具备强烈的进取心、自我学习能力、团队合作精神。",北京麦达数字技术服务有限公司,"互联网, 电子商务,计算机软件",上市公司,,50-150人,,27/12/2017,前程无忧,http://jobs.51job.com/beijing-cyq/97299029.html?s=01&t=0
32,数据分析,,广州-天河区,,1年经验,大专,5000-15000,,1,"五险一金,员工旅游,餐饮补贴,绩效奖金,定期体检,加班补贴,周末双休,带薪年假,全勤奖,节日福利",岗位职责：1、信用卡以及消费信贷业务等基础数据建设，包含数据模型建立，维护数据质量，推动整合数据资源等，为公司量化决策管理提供支撑；2、推进技术团队实现数据统计平台的建设和完善，完成数据的校验，确保数据的准确性；3、快速响应并整理细化各个部门的数据需求，为产品改进和运营活动提供数据支持，提出合理化建议；4、定期输出日、周、月、季报等数据报告，跟踪产品体验和业务运营情况，对异常数据进行深入分析；5、深度挖掘用户行为特征及规律，为产品改进提供数据支撑；6、定期对用户特征、需求、行为分析、活跃度、营销活动效果等特定业务的数据挖掘模型的需求分析。岗位要求：1.要求大学本科及以上学历，2年及以上互联网公司数据分析工作经验，有电商数据分析或者金融数据分析工作经验者优先；2.熟练使用SPSS、SAS、R等任意一数据分析挖掘软件；3.对主成分分析、因子分析、分类聚类、关联分析、回归分析、时间序列模型、方差分解有深入了解；4.精通Mysql等数据库操作，精通Python或其他开发工具；掌握PHP、hive、hadoop等的优先考虑；5、熟悉电子商务或者金融网站的数据分析模型和用户数据分析模型，了解如何通过数据分析优化平台；6.有创业精神，沟通能力良好，责任心强。公司福利1、薪资结构：工资+餐补+全勤200（条件优秀者可再上调）2、福利制度：五险一金、双休、法定节假日、带薪病假、婚假、产假、带薪年假、年终奖金、结婚礼金等一系列福利。3、上班时间：五天7小时工作制上班时间：上午9：30-12：30，下午14：00-18：004、员工活动：每月公司聚餐、下午茶、水果、年度旅游、生日会、团队娱乐活动。,广州神灯商务服务有限公司,"互联网, 电子商务",民营公司,,少于50人,,27/12/2017,前程无忧,http://jobs.51job.com/guangzhou-thq/92828531.html?s=01&t=0
34,算法工程师,,茂名,,3-4年经验,本科,9000-12000,,1,"五险一金,补充医疗保险,员工旅游,通讯补贴,定期体检",岗位职责：1、对现有数据进行规划、处理和优化；2、独立完成机器学习的模型构建、数据采集和整理、特征抽取以及各种代码编写。不仅能够完成离线的模型训练，而且能够完成线上数据收集、模型部署和系统维护；3、将机器学习相关的理论算法转化为编程语言；4、优化现有通讯交互协议；5、对底层数据进行滤波去噪处理。6、具备计算机、软件、数学相关专业背景，并精通常用数据挖掘技术，熟练操作数据挖掘或统计分析软件，如SQL软件等；任职要求：1.应用数学、统计学等数学相关专业本科以上学历。2.2年以上算法设计实战经验，能熟练把算法设计思想运用到实际中。3.精通分类、关联规则、聚类等基本的数据挖掘算法的原理。4.能熟练使用常用的数据库（如ORACLE、DB2等），精通SQL编写，能够熟练使用一门编程语言进行开发（如java、python等）。5.具有缜密的思维，能够通过科学、严谨的分析快速找到解决问题的方向。6.具有互联网广告行业经验优先、有hive/mahout等大数据处理、视频算法推荐的经验优先。,和元达信息科技有限公司,"计算机软件,通信, 电信, 网络设备",民营公司,,50-150人,,27/12/2017,前程无忧,http://jobs.51job.com/maoming/97323402.html?s=01&t=0
35,BI研发工程师,,武汉-硚口区,,2年经验,大专,8000-15000,,4,"年底双薪,专业培训,带薪年假,晋升空间大",岗位职责：1.参与BI相关项目的需求分析、方案设计；2.参与BI数据仓库模型设计和OLAP模型设计；3.负责BI相关项目的数据处理ETL过程的设计与实现；4.负责对业务需求部门进行数据支持；5.根据需求，进行数据库、数据仓库方面的技术支持。任职要求：1.本科以上学历，2年以上数据仓库或者ETL开发经验；2.熟悉主流数据库Oracle、DB2、SQLServer、mysql等数据库中一种，熟练掌握SQL语句编程；3.熟悉数据仓库架构及原理，能进行数据仓库数据模型的设计，开发；4.熟练编写存储过程；5.熟悉Hadoop，有过Hive开发经验；6.具有良好的沟通表达能力、具有良好的文档编写能力，有较强的独立工作能力和解决问题的能力；7.有互联网电商或零售行业业务经验，元数据管理，数据质量管理经验者优先,Today今天便利,"快速消费品(食品、饮料、化妆品),批发, 零售",民营公司,,500-1000人,,26/12/2017,前程无忧,http://jobs.51job.com/wuhan-qkq/96430725.html?s=01&t=0
37,大数据开发工程师,,成都-高新区,,2年经验,大专,10000-15000,,1,"五险一金,交通补贴,餐饮补贴,通讯补贴,绩效奖金,年终奖金,弹性工作,加班补贴,学历补贴",岗位要求：1.计算机相关专业专科以上学历，2年以上大数据处理相关工作经验2.具有Hbase、HDFS、Spark、Hive、Kafka、Flume实际项目开发经验3.具有数据仓库相关工作经验4.熟悉linux操作，对shell较为熟悉5.具有良好学习能力和解决问题的能力6.具有强烈的工作责任心、有良好的沟通能力和团队合作精神7.有Ambari使用经验者优先,北京嘉遁数据科技有限公司,计算机软件,民营公司,,少于50人,,27/12/2017,前程无忧,http://jobs.51job.com/chengdu-gxq/97306204.html?s=01&t=0
39,Hive数据开发工程师,,北京,,3-4年经验,大专,15000-18000,,0,"五险一金,通讯补贴,定期体检,绩效奖金",岗位职责：1、负责项目分析所需数据的处理工作，为分析和运营人员提供数据支撑；2、总结业务需求规律，构建和维护中间表，优化数据预处理；3、负责数据分析应用报表开发；4、负责总结数据质量问题，定期向项目组报告。任职要求：1、大学专科3年以上工作经验，计算机相关专业；2、至少2年大数据类项目数据开发支撑经验；3、熟悉Hadoop相关技术，深刻理解MR原理和过程；4、精通HiveSQL，掌握基本的HQL优化技能；5、良好的服务意识和积极的沟通能力；6、熟悉电信运营商业务，具备运营商项目驻点支撑经验优先。,彩讯科技股份有限公司,"通信, 电信运营、增值服务,互联网, 电子商务",民营公司,,1000-5000人,,26/12/2017,前程无忧,http://jobs.51job.com/beijing/92872181.html?s=01&t=0
40,Hive开发工程师,,广州,,2年经验,,8000-15000,,2,"五险一金,补充医疗保险,通讯补贴,绩效奖金,年终奖金,定期体检","岗位要求：1.2年以上大数据相关工作经验；2.熟练掌握Hadoop、Spark生态系统组件（MR、HBase、Hive、ZooKeeper、SparkSQL、SparkMlib等），有相关大数据架构,开发成功案例；3.熟悉hadoop相关各种开源项目，HiveHbase等有实际应用开发经验；4.熟悉Linux工作环境，熟悉SQL语言，除MySQL之外，至少熟悉以下一种NoSQL数据库：MySQL/HBase/Redis/MongoDB；5.对大数据行业有强烈兴趣，较强的团队合作与沟通能力，对解决挑战型问题充满激情；",亚信软件CTC,计算机软件,合资,,10000人以上,,27/12/2017,前程无忧,http://jobs.51job.com/guangzhou/89871720.html?s=01&t=0
41,数据库工程师,,上海-浦东新区,,无工作经验,大专,10000-20000,,2,"五险一金,年终奖金,员工旅游,补充商业险,生日福利,节假日,专业培训",岗位职责：负责数据库相关的工作岗位要求：1、专科及以上学历2、至少1年以上数据库或大数据开发经验3、精通Sql编程及性能调优4、熟练使用Hadoop生态圈技术，如：Hive、Hbase、Spark、Oozie等等5、熟悉Linux系统及shell编程6、具备较高的程序开发及调试能力；具备一定的系统设计能力7、良好的沟通技巧和团队合作意识,深圳市德科信息技术有限公司,计算机软件,民营公司,,500-1000人,,27/12/2017,前程无忧,http://jobs.51job.com/shanghai-pdxq/97312517.html?s=01&t=0
42,大数据平台运维工程师,,上海-黄浦区,,无工作经验,本科,15000-25000,,1,,"岗位职责：1.数据库群的安装，日常管理和调优2.大数据类应用项目的调试，调优和日常管理3.数据的迁移、提取、统计等岗位要求：1.大学本科及以上学历，对数据平台管理工作有热情，3年到5年相关工作经验，有良好的沟通能力。2.熟悉Linux运维，熟悉自动化运维工具，能够使用shell，python等编程脚本3.熟悉mysql或oracle等关系型数据库4.熟悉云平台的部署运维5.熟悉Java，jvm的内存管理机制6.熟悉集群环境的网络调优方法7.熟悉Hadoop平台组要组件(HDFS,HBase,Spark,ElasticSearch等)优先8.互联网金融行业从业经验优先。",美好分期,"互联网, 电子商务,金融, 投资, 证券",创业公司,,50-150人,,27/12/2017,前程无忧,http://jobs.51job.com/shanghai-hpq/97298193.html?s=01&t=0
47,大数据运维工程师,,成都-高新区,,3-4年经验,大专,10000-15000,,1,绩效奖金,"岗位职责：1、负责大数据集群的组件规划、节点安装及扩容等实施工作；2、负责集群日常的监控巡检、告警处理、故障修复、系统升级、性能调优等技术服务工作；3、协助进行安全加固、参数调优、版本升级等工作；4、进行集群节假日的技术保障；5、进行集群的用户管理、权限分配、资源分配等工作；6、收集集群运行指标，编写维护日报及相关技术文档。任职要求：1、计算机相关专业，熟悉linux、tcp/ip网络原理等，掌握Linux操作系统的管理及优化，能够独立排查及解决操作系统层的各类问题；2、熟练掌握zookeeper、hadoop、hbase、spark、storm、hive、kafka、flume、impala、elasticsearch等大数据相关技术，至少精通其中2种；3、熟练掌握docker容器技术,对kubernetes、OpenStack管理docker要有较深认识；4、掌握Python、Java、Perl、Bash等语言中的一种；具有较好的编程能力；5、有良好的系统性能优化及故障排除能力；6、具备大规模集群运维、CloudStack,OpenStack实施运维经验者优先；",成都惠强商贸有限公司,"快速消费品(食品、饮料、化妆品),批发, 零售",民营公司,,150-500人,,27/12/2017,前程无忧,http://jobs.51job.com/chengdu-gxq/97325284.html?s=01&t=0
52,大数据运维工程师,,北京-海淀区,,3-4年经验,本科,8000-10000,,1,"五险一金,餐饮补贴,交通补贴",,上海融吉信息科技有限公司,计算机软件,民营公司,,50-150人,,27/12/2017,前程无忧,http://jobs.51job.com/beijing-hdq/97323525.html?s=01&t=0
54,架构师,,广州-天河区,,无工作经验,本科,20000-30000,,1,"五险一金,员工旅游,交通补贴,餐饮补贴,通讯补贴,绩效奖金,年终奖金,定期体检",岗位职责:任职资格:,虎彩印艺股份有限公司,"印刷, 包装, 造纸",民营公司,,5000-10000人,,27/12/2017,前程无忧,http://jobs.51job.com/guangzhou-thq/97329639.html?s=01&t=0
58,架构师,,广州-天河区,,无工作经验,大专,15000-22000,,0,"五险一金,餐饮补贴,弹性工作,通讯补贴,定期体检,员工旅游","岗位职责：1.负责基于原始数据的分析挖掘工作。2.负责机器学习在业务场景中的应用模型构建。3.负责基于大数据应用和数据分析中技术难点的攻关工作。4.引领技术团队进行技术攻关，指导开发人员开发，构建良好的技术、团队氛围。岗位要求：1、3年以上工作经验，大专以上学历，计算机相关专业；2、熟悉Hadoop家族各组件的应用，如:hbase,hdfs,storm,kylin,presto,impala等；3、熟悉数据模型的构建、机器学习中各算法的应用和优缺点；4、熟悉SparkMllib，TensorFlow、MXnet中的一种；5、编程功底扎实，至少熟悉Java、Python、Scala中的至少一种语言；6、有基于大数据数各框架的数据挖掘经验优先；7、有机器学习、人工智能实际应用经验优先；8、有广告行业的用户画像，智能推荐引擎的模型设计经验优先；9、有基于大数据的整体架构和业务数据流的应用场景构建或运维经验优先。",广州逸趣信息科技有限公司,"互联网, 电子商务",上市公司,,50-150人,,27/12/2017,前程无忧,http://jobs.51job.com/guangzhou-thq/97332092.html?s=01&t=0
